t	v_x	x
0.0		19.221053997291726
0.16	0.48005711176884985	19.293019272831355
0.32	0.6203063942282894	19.374672273057758
0.48	0.04422815411371082	19.491517318984407
0.64	-0.6169587775875702	19.388825282374142
0.8	-0.6982048345888089	19.294090510156384
0.96	-0.21686017795816753	19.165399735305723
1.12	0.6262776305525375	19.22469525320977
1.28	0.8335614465733756	19.365808577082536
1.44	0.3560794245281771	19.491434916113253
1.6	-0.36750687923197073	19.47975399293155
1.76	-0.8221825218295041	19.373832714759025
1.92	-0.593122362250432	19.21665558594611
2.08	0.3077311268566567	19.184033558838884
2.24	0.8723819122674422	19.315129546540238
2.4	0.1715534579951037	19.463195770764464
2.56	-0.6614929706335444	19.370026653098673
2.72	-0.7763607839217137	19.251518020161733
2.88	-0.2520269880792528	19.121591202243728
3.04	0.5147574339051102	19.170869383976374
3.2	0.715039977712201	19.286313581093363
3.36	0.6816272004377786	19.39968217684428
3.52	-0.08077956901641273	19.50443428523345
3.68	-0.7611192245923767	19.373832714759025
3.84	-0.7274489383455468	19.26087613336389
4.0	-0.17515858360818393	19.141049054488448
4.16	0.5797318956875807	19.20482538660927
4.32	0.6661281321361004	19.326563261108475
4.48	0.5250577927996286	19.417986388892817
4.64	-0.1674818443972191	19.494581754804358
4.8	-0.7769243318263402	19.36439219868571
4.96	-0.6964022717822667	19.245965968619927
5.12	-0.10009274194365683	19.141543471715384
5.28	0.568867988888437	19.21393629119796
5.44	0.6674156769978928	19.323581228159682
5.6000000000000005	0.5043600150907912	19.427509307837287
5.76	-0.3160199439321739	19.484976432988734
5.92	-0.6325063758491928	19.326382925778994
6.08	-0.617988813477043	19.282574392716995
6.24	-0.2535720419134299	19.12862650546634
6.4	0.619067379326395	19.201431339304698
6.5600000000000005	0.6474904262061242	19.326728066850787
6.72	0.49349610829162405	19.40862827569066
6.88	-0.13072145048203265	19.484646821504107
7.04	-0.7968495826181107	19.36679741153641
7.2	-0.5284539394002461	19.22965495506631
7.36	-0.046545734864955134	19.19769215092833
7.520000000000001	0.47130180670851	19.21476031990952
7.68	0.6063523797607911	19.34850872907505
7.84	-0.05230799217678666	19.40879308143297
8.0	-0.48474080323128305	19.33177017157848
8.16	-0.35195928097034745	19.25367602439896
8.32	-0.06518344079491215	19.21914320166797
8.48	0.32533879689716155	19.232817323344587
8.64	0.5698494948179645	19.32325161667506
8.8	0.1671272755050091	19.41516916168634
8.96	-0.5442590466342319	19.376732344836665
9.120000000000001	-0.47043221987159983	19.241006266763385
9.28	0.19955854684992747	19.22619403447775
9.44	0.657839315060564	19.304865001755363
9.6	0.19276625364868874	19.436702615297133
9.76	-0.5820494764388474	19.366550202922944
9.92	-0.6570667881434747	19.250446782836704
10.08	-0.12264161241895793	19.15628883071703
10.24	0.46352800757769774	19.211201466862637
10.4	0.7031460350236267	19.304617793141897
10.56	0.35401935274927276	19.436208198070197
10.72	-0.2456377937301019	19.417903986021663
10.88	-0.48396827631419104	19.357604104076568
11.040000000000003	-0.5812284195618358	19.26303413760112
11.200000000000001	-0.1254742111149728	19.17161100981678
11.36	0.4945746741409785	19.222882390044333
11.52	0.7036610529683522	19.32987490554189
11.68	0.14153682732127637	19.44805392699421
11.84	-0.6066584186930515	19.375166690284697
12.0	-0.7225562678706717	19.25392323301243
12.16	-0.15574835076113885	19.14394868456608
12.32	0.6584028629652118	19.204083760768864
12.48	0.7093262503603379	19.354637600714945
12.64	-0.26582055349421274	19.431068160884173
12.8	-0.699798418382909	19.269575023596794
12.96	-0.32400272207540093	19.20713266700164
13.120000000000001	-9.815059295510075E-4	19.165894152532662
13.280000000000001	0.44437528370301793	19.206818585104187
13.44	0.7057211247472603	19.308094243317626
13.6	0.37651969326465046	19.43264934502331
13.76	-0.4498315020825595	19.428580545162315
13.92	-0.8768080947575331	19.28870326435689
14.08	-0.32189412033659814	19.148001954839902
14.24	0.6084609814996141	19.185697145849176
14.4	0.77172562241918	19.34270946891978
14.56	0.4042187431872107	19.43264934502331
14.72	-0.3900557497072704	19.472059466739683
14.88	-0.9728292231032774	19.307831505116987
15.040000000000003	-0.45931080410006625	19.160754115346634
15.200000000000001	0.48010564172875475	19.160852047804966
15.36	0.8796406934535315	19.314387920699833
15.52	0.6443517885778662	19.442337069710092
15.68	-0.39057076765199705	19.52058049304475
15.84	-1.1143660504245378	19.317354424061453
16.0	-0.5581645311418082	19.163983356908897
16.16	0.37064551686020303	19.138741774096076
16.32	0.8806707293429785	19.282589922304165
16.48	0.6811121824930522	19.42055640748583
16.64	-0.14626904874361102	19.50054582070194
16.8	-0.9218573057482341	19.37375031188787
16.96	-0.8834547980790474	19.205551482862507
17.12	0.15249779404022207	19.091044776502574
17.28	1.1756868566340268	19.25435077695538
17.44	0.8539531853499469	19.46726457062546
17.6	-0.2586103022680495	19.527615796267366
17.76	-1.0072235063072796	19.38450927389968
17.92	-0.8790286155889669	19.205304274249038
18.080000000000005	0.20063711269927825	19.10322011691121
18.240000000000002	1.0682868035443964	19.26950815031281
18.400000000000002	0.8371180422265642	19.445071894045416
18.56	-0.10204089462992254	19.537385923825305
18.72	-0.8597154426617549	19.412418807763842
18.88	-0.8474669310809955	19.262276982173542
19.04	0.04875139652360491	19.141229389817926
19.2	1.01134364986511	19.277877429061096
19.36	0.6774099969601486	19.46485935777476
19.52	-0.19183327767905994	19.494648628088342
19.68	-0.7380553361723491	19.403472708917462
19.84	-0.7310055339987265	19.25847092051319
20.0	-0.12882182775566797	19.169550938037872
20.16	0.36333820571421765	19.217247935631377
20.32	0.5781383118935032	19.285819163866424
20.48	0.7729646373210713	19.402252195437296
20.64	0.1422608242784423	19.53316784780917
