t, ñ	wz	
66,625	-2434	
66,63	-2358	
66,635	-2250	
66,64	-2115	
66,645	-1974	
66,65	-1864	
66,655	-1785	
66,66	-1726	
66,665	-1687	
66,67	-1655	
66,675	-1622	
66,68	-1475	
66,685	-1366	
66,69	-1243	
66,695	-1120	
66,7	-1005	
66,705	-942	
66,71	-896	
66,715	-858	
66,72	-790	
66,725	-693	
66,73	-582	
66,735	-442	
66,74	-290	
66,745	-185	
66,75	-112	
66,755	-35	
66,76	27	
66,765	77	
66,77	170	
66,775	292	
66,78	429	
66,785	560	
66,79	677	
66,795	750	
66,8	802	
66,805	864	
66,81	923	
66,815	1014	
66,82	1119	
66,825	1257	
66,83	1378	
66,835	1497	
66,84	1581	
66,845	1668	
66,85	1690	
66,855	1751	
66,86	1815	
66,865	1912	
66,87	2038	
66,875	2167	
66,88	2282	
66,885	2393	
66,89	2470	
66,895	2521	
66,9	2548	
66,905	2579	
66,91	2626	
66,915	2679	
66,92	2787	
66,925	2957	
66,93	3048	
66,935	3128	
66,94	3155	
66,945	3165	
66,95	3167	
66,955	3203	
66,96	3262	
66,965	3327	
66,97	3445	
66,975	3525	
66,98	3583	
66,985	3629	
66,99	3648	
66,995	3641	
67,0	3634	
67,005	3674	
67,01	3721	
67,015	3769	
67,02	3838	
67,025	3888	
67,03	3912	
67,035	3899	
67,04	3876	
67,045	3845	
67,05	3822	
67,055	3832	
67,06	3873	
67,065	3931	
67,07	4001	
67,075	4019	
67,08	4020	
67,085	3947	
67,09	3874	
67,095	3839	
67,1	3823	
67,105	3850	
67,11	3857	
67,115	3883	
67,12	3881	
67,125	3870	
67,13	3793	
67,135	3743	
67,14	3689	
67,145	3627	
67,15	3613	
67,155	3599	
67,16	3591	
67,165	3596	
67,17	3519	
67,175	3468	
67,18	3395	
67,185	3303	
67,19	3221	
67,195	3188	
67,2	3177	
67,205	3152	
67,21	3127	
67,215	3084	
67,22	2999	
67,225	2890	
67,23	2754	
67,235	2648	
67,24	2574	
67,245	2486	
67,25	2446	
67,255	2413	
67,26	2355	
67,265	2258	
67,27	2153	
67,275	2045	
67,28	1917	
67,285	1815	
67,29	1731	
67,295	1676	
67,3	1619	
67,305	1574	
67,31	1514	
67,315	1428	
67,32	1294	
67,325	1145	
67,33	946	
67,335	819	
67,34	737	
67,345	689	
67,35	640	
67,355	561	
67,36	453	
67,365	332	
67,37	214	
67,375	65	
67,38	-39	
67,385	-133	
67,39	-208	
67,395	-277	
67,4	-326	
67,405	-394	
67,41	-554	
67,415	-665	
67,42	-823	
67,425	-967	
67,43	-1081	
67,435	-1168	
67,44	-1248	
67,445	-1296	
67,45	-1359	
67,455	-1438	
67,46	-1560	
67,465	-1684	
67,47	-1807	
67,475	-1924	
67,48	-2021	
67,485	-2067	
67,49	-2147	
67,495	-2209	
67,5	-2267	
67,505	-2377	
67,51	-2488	
67,515	-2603	
67,52	-2730	
67,525	-2814	
67,53	-2873	
67,535	-2908	
67,54	-2937	
67,545	-2976	
67,55	-3054	
67,555	-3133	
67,56	-3238	
67,565	-3334	
67,57	-3453	
67,575	-3512	
67,58	-3517	
67,585	-3514	
67,59	-3529	
67,595	-3558	
67,6	-3621	
67,605	-3706	
67,61	-3803	
67,615	-3886	
67,62	-3951	
67,625	-3964	
67,63	-3960	
67,635	-3947	
67,64	-3918	
67,645	-3942	
67,65	-4010	
67,655	-4063	
67,66	-4135	
67,665	-4195	
67,67	-4190	
67,675	-4180	
67,68	-4146	
67,685	-4100	
67,69	-4086	
67,695	-4097	
67,7	-4122	
67,705	-4170	
67,71	-4197	
67,715	-4203	
67,72	-4189	
67,725	-4137	
67,73	-4074	
67,735	-4019	
67,74	-3991	
67,745	-3978	
67,75	-4008	
67,755	-4005	
67,76	-4012	
67,765	-3982	
67,77	-3911	
67,775	-3829	
67,78	-3739	
67,785	-3672	
67,79	-3628	
67,795	-3620	
67,8	-3587	
67,805	-3593	
67,81	-3552	
67,815	-3431	
67,82	-3336	
67,825	-3229	
67,83	-3124	
67,835	-3052	
67,84	-3019	
67,845	-3012	
67,85	-2969	
67,855	-2905	
67,86	-2833	
67,865	-2723	
67,87	-2588	
67,875	-2468	
67,88	-2380	
67,885	-2325	
67,89	-2284	
67,895	-2235	
67,9	-2171	
67,905	-2058	
67,91	-1920	
67,915	-1780	
67,92	-1641	
67,925	-1518	
67,93	-1456	
67,935	-1410	
67,94	-1364	
67,945	-1314	
67,95	-1236	
67,955	-1123	
67,96	-965	
67,965	-819	
67,97	-697	
67,975	-524	
67,98	-447	
67,985	-394	
67,99	-321	
67,995	-251	
68,0	-147	
68,005	-16	
68,01	128	
68,015	262	
68,02	390	
68,025	497	
68,03	578	
68,035	651	
68,04	736	
68,045	825	
68,05	942	
68,055	1152	
68,06	1284	
68,065	1393	
68,07	1474	
68,075	1539	
68,08	1581	
68,085	1647	
68,09	1725	
68,095	1835	
68,1	1954	
68,105	2087	
68,11	2212	
68,115	2300	
68,12	2402	
68,125	2458	
68,13	2509	
68,135	2613	
68,14	2689	
68,145	2785	
68,15	2919	
68,155	3040	
68,16	3107	
68,165	3165	
68,17	3218	
68,175	3219	
68,18	3264	
68,185	3335	
68,19	3404	
68,195	3494	
68,2	3597	
68,205	3669	
68,21	3727	
68,215	3760	
68,22	3789	
68,225	3801	
68,23	3824	
68,235	3876	
68,24	3941	
68,245	4014	
68,25	4083	
68,255	4126	
68,26	4153	
68,265	4142	
68,27	4124	
68,275	4110	
68,28	4128	
68,285	4155	
68,29	4208	
68,295	4277	
68,3	4329	
68,305	4332	
68,31	4310	
68,315	4292	
68,32	4245	
68,325	4216	
68,33	4208	
68,335	4236	
68,34	4220	
68,345	4241	
68,35	4246	
68,355	4219	
68,36	4164	
68,365	4130	
68,37	4085	
68,375	4064	
68,38	4043	
68,385	4039	
68,39	4029	
68,395	4008	
68,4	3956	
68,405	3877	
68,41	3808	
68,415	3723	
68,42	3655	
68,425	3603	
68,43	3560	
68,435	3534	
68,44	3495	
68,445	3426	
68,45	3362	
68,455	3269	
68,46	3148	
68,465	3072	
68,47	2994	
68,475	2926	
68,48	2872	
68,485	2824	
68,49	2762	
68,495	2677	
68,5	2592	
68,505	2479	
68,51	2340	
68,515	2227	
68,52	2142	
68,525	2061	
68,53	1972	
68,535	1917	
68,54	1806	
68,545	1699	
68,55	1571	
68,555	1467	
68,56	1344	
68,565	1223	
68,57	1157	
68,575	1107	
68,58	1034	
68,585	939	
68,59	844	
68,595	713	
68,6	571	
68,605	422	
68,61	314	
68,615	213	
68,62	81	
68,625	19	
68,63	-72	
68,635	-186	
68,64	-310	
68,645	-436	
68,65	-578	
68,655	-696	
68,66	-797	
68,665	-881	
68,67	-960	
68,675	-1005	
68,68	-1085	
68,685	-1199	
68,69	-1313	
68,695	-1448	
68,7	-1597	
68,705	-1768	
68,71	-1842	
68,715	-1913	
68,72	-1984	
68,725	-2071	
68,73	-2137	
68,735	-2232	
68,74	-2344	
68,745	-2464	
68,75	-2545	
68,755	-2635	
68,76	-2723	
68,765	-2790	
68,77	-2822	
68,775	-2881	
68,78	-2960	
68,785	-3082	
68,79	-3177	
68,795	-3271	
68,8	-3348	
68,805	-3410	
68,81	-3453	
68,815	-3505	
68,82	-3552	
68,825	-3602	
68,83	-3674	
68,835	-3738	
68,84	-3805	
68,845	-3869	
68,85	-3915	
68,855	-3947	
68,86	-3963	
68,865	-3985	
68,87	-4025	
68,875	-4071	
68,88	-4122	
68,885	-4169	
68,89	-4214	
68,895	-4230	
68,9	-4242	
68,905	-4231	
68,91	-4223	
68,915	-4233	
68,92	-4234	
68,925	-4233	
68,93	-4277	
68,935	-4306	
68,94	-4317	
68,945	-4336	
68,95	-4313	
68,955	-4255	
68,96	-4240	
68,965	-4213	
68,97	-4190	
68,975	-4198	
68,98	-4200	
68,985	-4191	
68,99	-4155	
68,995	-4120	
69,0	-4058	
69,005	-4001	
69,01	-3929	
69,015	-3913	
69,02	-3893	
69,025	-3879	
69,03	-3870	
69,035	-3825	
69,04	-3749	
69,045	-3663	
69,05	-3579	
69,055	-3506	
69,06	-3445	
69,065	-3405	
69,07	-3357	
69,075	-3319	
69,08	-3266	
69,085	-3196	
69,09	-3108	
69,095	-3017	
69,1	-2919	
69,105	-2777	
69,11	-2708	
69,115	-2642	
69,12	-2598	
69,125	-2522	
69,13	-2430	
69,135	-2330	
69,14	-2219	
69,145	-2125	
69,15	-2013	
69,155	-1940	
69,16	-1872	
69,165	-1802	
69,17	-1722	
69,175	-1627	
69,18	-1532	
69,185	-1402	
69,19	-1199	
69,195	-1077	
69,2	-987	
69,205	-897	
69,21	-819	
69,215	-764	
69,22	-669	
69,225	-552	
69,23	-435	
69,235	-314	
69,24	-182	
69,245	-77	
69,25	43	
69,255	151	
69,26	248	
69,265	345	
69,27	509	
69,275	599	
69,28	706	
69,285	810	
69,29	929	
69,295	1013	
69,3	1120	
69,305	1221	
69,31	1314	
69,315	1388	
69,32	1481	
69,325	1588	
69,33	1691	
69,335	1802	
69,34	1915	
69,345	1998	
69,35	2103	
69,355	2169	
69,36	2245	
69,365	2339	
69,37	2447	
69,375	2531	
69,38	2633	
69,385	2717	
69,39	2802	
69,395	2859	
69,4	2940	
69,405	2999	
69,41	3060	
69,415	3127	
69,42	3219	
69,425	3281	
69,43	3409	
69,435	3477	
69,44	3527	
69,445	3561	
69,45	3607	
69,455	3643	
69,46	3677	
69,465	3728	
69,47	3790	
69,475	3837	
69,48	3894	
69,485	3959	
69,49	4000	
69,495	4031	
69,5	4062	
69,505	4094	
69,51	4106	
69,515	4163	
69,52	4186	
69,525	4207	
69,53	4229	
69,535	4238	
69,54	4230	
69,545	4221	
69,55	4212	
69,555	4213	
69,56	4220	
69,565	4228	
69,57	4233	
69,575	4246	
69,58	4240	
69,585	4212	
69,59	4178	
69,595	4126	
69,6	4086	
69,605	4061	
69,61	4058	
69,615	4048	
69,62	4020	
69,625	4016	
69,63	3979	
69,635	3937	
69,64	3887	
69,645	3830	
69,65	3780	
69,655	3729	
69,66	3689	
69,665	3649	
69,67	3611	
69,675	3525	
69,68	3455	
69,685	3386	
69,69	3301	
69,695	3225	
69,7	3157	
69,705	3106	
69,71	3056	
69,715	2988	
69,72	2925	
69,725	2860	
69,73	2750	
69,735	2652	
69,74	2549	
69,745	2460	
69,75	2380	
69,755	2271	
69,76	2213	
69,765	2134	
69,77	2043	
69,775	1955	
69,78	1836	
69,785	1713	
69,79	1599	
69,795	1510	
69,8	1415	
69,805	1347	
69,81	1295	
69,815	1228	
69,82	1138	
69,825	1023	
69,83	921	
69,835	724	
69,84	591	
69,845	520	
69,85	414	
69,855	324	
69,86	235	
69,865	155	
69,87	42	
69,875	-81	
69,88	-188	
69,885	-312	
69,89	-428	
69,895	-518	
69,9	-612	
69,905	-684	
69,91	-762	
69,915	-927	
69,92	-1015	
69,925	-1151	
69,93	-1261	
69,935	-1366	
69,94	-1454	
69,945	-1547	
69,95	-1612	
69,955	-1698	
69,96	-1806	
69,965	-1898	
69,97	-2020	
69,975	-2106	
69,98	-2194	
69,985	-2275	
69,99	-2350	
69,995	-2446	
70,0	-2512	
70,005	-2591	
70,01	-2673	
70,015	-2765	
70,02	-2857	
70,025	-2942	
70,03	-3020	
70,035	-3086	
70,04	-3138	
70,045	-3191	
70,05	-3240	
70,055	-3301	
70,06	-3335	
70,065	-3410	
70,07	-3473	
70,075	-3537	
70,08	-3596	
70,085	-3648	
70,09	-3676	
70,095	-3718	
70,1	-3738	
70,105	-3791	
70,11	-3832	
70,115	-3875	
70,12	-3905	
70,125	-3941	
70,13	-3937	
70,135	-3948	
70,14	-3945	
70,145	-3967	
70,15	-3966	
70,155	-4012	
70,16	-4043	
70,165	-4075	
70,17	-4090	
70,175	-4088	
70,18	-4077	
70,185	-4071	
70,19	-4051	
70,195	-4029	
70,2	-4047	
70,205	-4048	
70,21	-4045	
70,215	-4055	
70,22	-4028	
70,225	-3994	
70,23	-3972	
70,235	-3921	
70,24	-3866	
70,245	-3821	
70,25	-3803	
70,255	-3743	
70,26	-3732	
70,265	-3689	
70,27	-3654	
70,275	-3596	
70,28	-3546	
70,285	-3494	
70,29	-3442	
70,295	-3389	
70,3	-3333	
70,305	-3278	
70,31	-3227	
70,315	-3165	
70,32	-3044	
70,325	-2967	
70,33	-2893	
70,335	-2813	
70,34	-2763	
70,345	-2710	
70,35	-2656	
70,355	-2590	
70,36	-2508	
70,365	-2424	
70,37	-2335	
70,375	-2232	
70,38	-2138	
70,385	-2070	
70,39	-1995	
70,395	-1941	
70,4	-1836	
70,405	-1748	
70,41	-1664	
70,415	-1549	
70,42	-1421	
70,425	-1313	
70,43	-1225	
70,435	-1122	
70,44	-1036	
70,445	-982	
70,45	-905	
70,455	-814	
70,46	-704	
70,465	-600	
70,47	-469	
70,475	-346	
70,48	-196	
70,485	-91	
70,49	-17	
70,495	65	
70,5	151	
70,505	243	
70,51	334	
70,515	430	
70,52	553	
70,525	641	
70,53	753	
70,535	844	
70,54	932	
70,545	1009	
70,55	1097	
70,555	1165	
70,56	1261	
70,565	1407	
70,57	1509	
70,575	1588	
70,58	1680	
70,585	1740	
70,59	1825	
70,595	1897	
70,6	1991	
70,605	2078	
70,61	2154	
70,615	2248	
70,62	2337	
70,625	2394	
70,63	2483	
70,635	2557	
70,64	2591	
70,645	2686	
70,65	2750	
70,655	2814	
70,66	2893	
70,665	2968	
70,67	3047	
70,675	3101	
70,68	3156	
70,685	3192	
70,69	3227	
70,695	3256	
70,7	3302	
70,705	3357	
70,71	3416	
70,715	3483	
70,72	3527	
70,725	3561	
70,73	3579	
70,735	3591	
70,74	3630	
70,745	3656	
70,75	3700	
70,755	3741	
70,76	3797	
70,765	3806	
70,77	3818	
70,775	3819	
70,78	3808	
70,785	3797	
70,79	3805	
70,795	3800	
70,8	3829	
70,805	3855	
70,81	3854	
70,815	3852	
70,82	3828	
70,825	3819	
70,83	3787	
70,835	3779	
70,84	3758	
70,845	3747	
70,85	3728	
70,855	3707	
70,86	3677	
70,865	3641	
70,87	3584	
70,875	3547	
70,88	3499	
70,885	3451	
70,89	3431	
70,895	3426	
70,9	3392	
70,905	3328	
70,91	3291	
70,915	3224	
70,92	3152	
70,925	3091	
70,93	3065	
70,935	3015	
70,94	2966	
70,945	2890	
70,95	2834	
70,955	2738	
70,96	2656	
70,965	2535	
70,97	2486	
70,975	2411	
70,98	2350	
70,985	2276	
70,99	2213	
70,995	2137	
71,0	2065	
71,005	1987	
71,01	1902	
71,015	1815	
71,02	1725	
71,025	1654	
71,03	1582	
71,035	1525	
71,04	1437	
71,045	1363	
71,05	1220	
71,055	1114	
71,06	1013	
71,065	919	
71,07	828	
71,075	750	
71,08	675	
71,085	584	
71,09	493	
71,095	421	
71,1	321	
71,105	205	
71,11	111	
71,115	31	
71,12	-64	
71,125	-137	
71,13	-237	
71,135	-320	
71,14	-399	
71,145	-515	
71,15	-619	
71,155	-716	
71,16	-810	
71,165	-917	
71,17	-981	
71,175	-1065	
71,18	-1152	
71,185	-1239	
71,19	-1310	
71,195	-1400	
71,2	-1488	
71,205	-1576	
71,21	-1675	
71,215	-1736	
71,22	-1810	
71,225	-1866	
71,23	-1932	
71,235	-1997	
71,24	-2079	
71,245	-2166	
71,25	-2239	
71,255	-2309	
71,26	-2385	
71,265	-2444	
71,27	-2499	
71,275	-2537	
71,28	-2617	
71,285	-2676	
71,29	-2754	
71,295	-2819	
71,3	-2866	
71,305	-2920	
71,31	-2972	
71,315	-3017	
71,32	-3044	
71,325	-3075	
71,33	-3111	
71,335	-3149	
71,34	-3197	
71,345	-3230	
71,35	-3266	
71,355	-3309	
71,36	-3330	
71,365	-3349	
71,37	-3386	
71,375	-3390	
71,38	-3417	
71,385	-3455	
71,39	-3475	
71,395	-3500	
71,4	-3529	
71,405	-3525	
71,41	-3496	
71,415	-3484	
71,42	-3470	
71,425	-3473	
71,43	-3465	
71,435	-3478	
71,44	-3497	
71,445	-3491	
71,45	-3479	
71,455	-3447	
71,46	-3428	
71,465	-3381	
71,47	-3353	
71,475	-3335	
71,48	-3328	
71,485	-3325	
71,49	-3315	
71,495	-3299	
71,5	-3255	
71,505	-3213	
71,51	-3146	
71,515	-3096	
71,52	-3043	
71,525	-3004	
71,53	-2944	
71,535	-2889	
71,54	-2857	
71,545	-2820	
71,55	-2775	
71,555	-2726	
71,56	-2653	
71,565	-2612	
71,57	-2560	
71,575	-2514	
71,58	-2461	
71,585	-2432	
71,59	-2361	
71,595	-2292	
71,6	-2217	
71,605	-2138	
71,61	-2056	
71,615	-1957	
71,62	-1888	
71,625	-1845	
71,63	-1782	
71,635	-1721	
71,64	-1632	
71,645	-1542	
71,65	-1443	
71,655	-1344	
71,66	-1254	
71,665	-1185	
71,67	-1129	
71,675	-1059	
71,68	-987	
71,685	-927	
71,69	-845	
71,695	-688	
71,7	-602	
71,705	-529	
71,71	-442	
71,715	-371	
71,72	-299	
71,725	-231	
71,73	-153	
71,735	-69	
71,74	26	
71,745	113	
71,75	203	
71,755	274	
71,76	354	
71,765	414	
71,77	444	
71,775	556	
71,78	646	
71,785	727	
71,79	832	
71,795	915	
71,8	986	
71,805	1058	
71,81	1138	
71,815	1196	
71,82	1278	
71,825	1353	
71,83	1425	
71,835	1487	
71,84	1562	
71,845	1635	
71,85	1704	
71,855	1799	
71,86	1851	
71,865	1911	
71,87	1975	
71,875	2028	
71,88	2078	
71,885	2122	
71,89	2201	
71,895	2232	
71,9	2282	
71,905	2331	
71,91	2402	
71,915	2438	
71,92	2491	
71,925	2532	
71,93	2593	
71,935	2630	
71,94	2686	
71,945	2738	
71,95	2769	
71,955	2790	
71,96	2811	
71,965	2850	
71,97	2875	
71,975	2899	
71,98	2933	
71,985	2969	
71,99	2981	
71,995	2987	
72,0	3015	
72,005	3045	
72,01	3063	
72,015	3082	
72,02	3087	
72,025	3096	
72,03	3094	
72,035	3075	
72,04	3077	
72,045	3065	
72,05	3046	
72,055	3024	
72,06	3036	
72,065	3048	
72,07	3047	
72,075	3074	
72,08	3070	
72,085	3045	
72,09	3021	
72,095	2992	
72,1	2928	
72,105	2910	
72,11	2880	
72,115	2859	
72,12	2848	
72,125	2807	
72,13	2774	
72,135	2764	
72,14	2721	
72,145	2681	
72,15	2656	
72,155	2616	
72,16	2555	
72,165	2534	
72,17	2504	
72,175	2450	
72,18	2424	
72,185	2381	
72,19	2307	
72,195	2258	
72,2	2194	
72,205	2120	
72,21	2050	
72,215	1983	
72,22	1946	
72,225	1901	
72,23	1849	
72,235	1799	
72,24	1732	
72,245	1666	
72,25	1571	
72,255	1485	
72,26	1389	
72,265	1350	
72,27	1282	
72,275	1228	
72,28	1177	
72,285	1107	
72,29	1026	
72,295	974	
72,3	918	
72,305	844	
72,31	782	
72,315	726	
72,32	670	
72,325	594	
72,33	527	
72,335	445	
72,34	311	
72,345	243	
72,35	168	
72,355	111	
72,36	65	
72,365	2	
72,37	-70	
72,375	-146	
72,38	-214	
72,385	-318	
72,39	-373	
72,395	-459	
72,4	-506	
72,405	-562	
72,41	-622	
72,415	-694	
72,42	-777	
72,425	-886	
72,43	-970	
72,435	-1025	
72,44	-1081	
72,445	-1144	
72,45	-1187	
72,455	-1221	
72,46	-1263	
72,465	-1307	
72,47	-1360	
72,475	-1430	
72,48	-1522	
72,485	-1598	
72,49	-1670	
72,495	-1724	
72,5	-1751	
72,505	-1798	
72,51	-1814	
72,515	-1869	
72,52	-1905	
72,525	-1982	
72,53	-2052	
72,535	-2121	
72,54	-2154	
72,545	-2203	
72,55	-2216	
72,555	-2225	
72,56	-2223	
72,565	-2261	
72,57	-2292	
72,575	-2328	
72,58	-2369	
72,585	-2428	
72,59	-2445	
72,595	-2458	
72,6	-2470	
72,605	-2489	
72,61	-2506	
72,615	-2532	
72,62	-2546	
72,625	-2573	
72,63	-2595	
72,635	-2618	
72,64	-2607	
72,645	-2589	
72,65	-2587	
72,655	-2572	
72,66	-2559	
72,665	-2600	
72,67	-2610	
72,675	-2618	
72,68	-2630	
72,685	-2610	
72,69	-2574	
72,695	-2571	
72,7	-2560	
72,705	-2558	
72,71	-2547	
72,715	-2554	
72,72	-2545	
72,725	-2537	
72,73	-2508	
72,735	-2490	
72,74	-2449	
72,745	-2404	
72,75	-2371	
72,755	-2355	
72,76	-2360	
72,765	-2350	
72,77	-2311	
72,775	-2260	
72,78	-2201	
72,785	-2123	
72,79	-2062	
72,795	-2031	
72,8	-2006	
72,805	-1969	
72,81	-1949	
72,815	-1934	
72,82	-1883	
72,825	-1845	
72,83	-1780	
72,835	-1722	
72,84	-1675	
72,845	-1622	
72,85	-1564	
72,855	-1548	
72,86	-1486	
72,865	-1458	
72,87	-1394	
72,875	-1340	
72,88	-1275	
72,885	-1213	
72,89	-1143	
72,895	-1097	
72,9	-1051	
72,905	-997	
72,91	-931	
72,915	-877	
72,92	-807	
72,925	-744	
72,93	-672	
72,935	-591	
72,94	-539	
72,945	-481	
72,95	-431	
72,955	-406	
72,96	-362	
72,965	-311	
72,97	-250	
72,975	-195	
72,98	-113	
72,985	-60	
72,99	30	
72,995	90	
73,0	127	
73,005	179	
73,01	213	
73,015	271	
73,02	324	
73,025	399	
73,03	472	
73,035	530	
73,04	594	
73,045	659	
73,05	700	
73,055	731	
73,06	804	
73,065	838	
73,07	913	
73,075	940	
73,08	1003	
73,085	1056	
73,09	1103	
73,095	1137	
73,1	1193	
73,105	1236	
73,11	1267	
73,115	1328	
73,12	1360	
73,125	1429	
73,13	1461	
73,135	1526	
73,14	1548	
73,145	1584	
73,15	1620	
73,155	1653	
73,16	1685	
73,165	1724	
73,17	1768	
73,175	1803	
73,18	1814	
73,185	1836	
73,19	1858	
73,195	1878	
73,2	1901	
73,205	1927	
73,21	1949	
73,215	1979	
73,22	1966	
73,225	2000	
73,23	2030	
73,235	2017	
73,24	2040	
73,245	2035	
73,25	2041	
73,255	2058	
73,26	2099	
73,265	2104	
73,27	2131	
73,275	2141	
73,28	2115	
73,285	2095	
73,29	2082	
73,295	2072	
73,3	2062	
73,305	2071	
73,31	2064	
73,315	2061	
73,32	2048	
73,325	2042	
73,33	2017	
73,335	1994	
73,34	1986	
73,345	1992	
73,35	1970	
73,355	1953	
73,36	1945	
73,365	1934	
73,37	1911	
73,375	1896	
73,38	1878	
73,385	1860	
73,39	1824	
73,395	1766	
73,4	1736	
73,405	1702	
73,41	1677	
73,415	1664	
73,42	1644	
73,425	1621	
73,43	1604	
73,435	1573	
73,44	1535	
73,445	1505	
73,45	1463	
73,455	1415	
73,46	1380	
73,465	1330	
73,47	1297	
73,475	1227	
73,48	1188	
73,485	1156	
73,49	1110	
73,495	1073	
73,5	1044	
73,505	1015	
73,51	974	
73,515	925	
73,52	887	
73,525	830	
73,53	786	
73,535	745	
73,54	699	
73,545	662	
73,55	628	
73,555	561	
73,56	522	
73,565	484	
73,57	414	
73,575	357	
73,58	312	
73,585	277	
73,59	244	
73,595	219	
73,6	187	
73,605	143	
73,61	87	
73,615	30	
73,62	-27	
73,625	-73	
73,63	-114	
73,635	-189	
73,64	-214	
73,645	-239	
73,65	-272	
73,655	-315	
73,66	-342	
73,665	-397	
73,67	-435	
73,675	-496	
73,68	-522	
73,685	-560	
73,69	-578	
73,695	-618	
73,7	-647	
73,705	-692	
73,71	-742	
73,715	-800	
73,72	-838	
73,725	-870	
73,73	-883	
73,735	-914	
73,74	-947	
73,745	-991	
73,75	-1046	
73,755	-1092	
73,76	-1126	
73,765	-1151	
73,77	-1173	
73,775	-1180	
73,78	-1205	
73,785	-1232	
73,79	-1256	
73,795	-1277	
73,8	-1324	
73,805	-1324	
73,81	-1340	
73,815	-1356	
73,82	-1349	
73,825	-1355	
73,83	-1357	
73,835	-1377	
73,84	-1405	
73,845	-1434	
73,85	-1474	
73,855	-1517	
73,86	-1528	
73,865	-1535	
73,87	-1547	
73,875	-1546	
73,88	-1510	
73,885	-1528	
73,89	-1516	
73,895	-1500	
73,9	-1529	
73,905	-1526	
73,91	-1509	
73,915	-1498	
73,92	-1487	
73,925	-1455	
73,93	-1443	
73,935	-1448	
73,94	-1460	
73,945	-1475	
73,95	-1511	
73,955	-1503	
73,96	-1496	
73,965	-1470	
73,97	-1426	
73,975	-1398	
73,98	-1380	
73,985	-1368	
73,99	-1377	
73,995	-1374	
74,0	-1382	
74,005	-1368	
74,01	-1350	
74,015	-1314	
74,02	-1305	
74,025	-1268	
74,03	-1246	
74,035	-1238	
74,04	-1208	
74,045	-1192	
74,05	-1177	
74,055	-1172	
74,06	-1129	
74,065	-1090	
74,07	-1040	
74,075	-988	
74,08	-966	
74,085	-958	
74,09	-950	
74,095	-938	
74,1	-923	
74,105	-900	
74,11	-851	
74,115	-813	
74,12	-776	
74,125	-733	
74,13	-715	
74,135	-703	
74,14	-699	
74,145	-693	
74,15	-689	
74,155	-663	
74,16	-611	
74,165	-563	
74,17	-502	
74,175	-464	
74,18	-439	
74,185	-433	
74,19	-426	
74,195	-411	
74,2	-336	
74,205	-294	
74,21	-228	
74,215	-177	
74,22	-151	
74,225	-152	
74,23	-124	
74,235	-112	
74,24	-111	
74,245	-63	
74,25	-17	
74,255	23	
74,26	62	
74,265	97	
74,27	99	
74,275	121	
74,28	122	
74,285	139	
74,29	183	
74,295	212	
74,3	257	
74,305	307	
74,31	345	
74,315	381	
74,32	404	
74,325	391	
74,33	414	
74,335	429	
74,34	455	
74,345	494	
74,35	551	
74,355	602	
74,36	618	
74,365	609	
74,37	619	
74,375	602	
74,38	608	
74,385	632	
74,39	680	
74,395	717	
74,4	749	
74,405	772	
74,41	777	
74,415	768	
74,42	752	
74,425	752	
74,43	762	
74,435	783	
74,44	808	
74,445	852	
74,45	867	
74,455	847	
74,46	861	
74,465	852	
74,47	829	
74,475	830	
74,48	851	
74,485	857	
74,49	864	
74,495	892	
74,5	908	
74,505	898	
74,51	896	
74,515	892	
74,52	899	
74,525	923	
74,53	929	
74,535	956	
74,54	950	
74,545	959	
74,55	955	
74,555	929	
74,56	906	
74,565	896	
74,57	901	
74,575	896	
74,58	917	
74,585	930	
74,59	922	
74,595	912	
74,6	897	
74,605	853	
74,61	845	
74,615	846	
74,62	826	
74,625	840	
74,63	838	
74,635	847	
74,64	830	
74,645	812	
74,65	780	
74,655	774	
74,66	749	
74,665	721	
74,67	734	
74,675	741	
74,68	733	
74,685	724	
74,69	716	
74,695	692	
74,7	655	
74,705	643	
74,71	606	
74,715	613	
74,72	616	
74,725	616	
74,73	616	
74,735	628	
74,74	604	
74,745	568	
74,75	520	
74,755	503	
74,76	469	
74,765	453	
74,77	436	
74,775	444	
74,78	443	
74,785	428	
74,79	408	
74,795	394	
74,8	387	
74,805	362	
74,81	333	
74,815	315	
74,82	291	
74,825	268	
74,83	255	
74,835	224	
74,84	216	
74,845	196	
74,85	214	
74,855	207	
74,86	207	
74,865	193	
74,87	162	
74,875	131	
74,88	106	
74,885	72	
74,89	72	
74,895	72	
74,9	62	
74,905	55	
74,91	56	
74,915	61	
74,92	42	
74,925	41	
74,93	10	
74,935	-23	
74,94	-36	
74,945	-53	
74,95	-71	
74,955	-72	
74,96	-80	
74,965	-103	
74,97	-112	
74,975	-116	
74,98	-134	
74,985	-137	
74,99	-155	
74,995	-148	
75,0	-145	
75,005	-141	
75,01	-127	
75,015	-133	
75,02	-154	
75,025	-182	
75,03	-204	
75,035	-225	
75,04	-231	
75,045	-242	
75,05	-260	
75,055	-258	
75,06	-240	
75,065	-257	
75,07	-241	
75,075	-243	
75,08	-236	
75,085	-260	
75,09	-271	
75,095	-267	
75,1	-275	
75,105	-271	
75,11	-263	
75,115	-247	
75,12	-277	
75,125	-285	
75,13	-306	
75,135	-315	
75,14	-340	
75,145	-332	
75,15	-343	
75,155	-309	
75,16	-321	
75,165	-316	
75,17	-330	
