t, ñ	wz	
8,435	-4968	
8,44	-4954	
8,445	-4980	
8,45	-5051	
8,455	-5153	
8,46	-5318	
8,465	-5503	
8,47	-5663	
8,475	-5776	
8,48	-5826	
8,485	-5803	
8,49	-5727	
8,495	-5647	
8,5	-5618	
8,505	-5617	
8,51	-5697	
8,515	-5827	
8,52	-6006	
8,525	-6154	
8,53	-6167	
8,535	-6140	
8,54	-6010	
8,545	-5897	
8,55	-5835	
8,555	-5829	
8,56	-5875	
8,565	-5979	
8,57	-6083	
8,575	-6177	
8,58	-6203	
8,585	-6168	
8,59	-6069	
8,595	-5948	
8,6	-5791	
8,605	-5623	
8,61	-5601	
8,615	-5575	
8,62	-5605	
8,625	-5625	
8,63	-5645	
8,635	-5576	
8,64	-5504	
8,645	-5368	
8,65	-5246	
8,655	-5073	
8,66	-4986	
8,665	-4894	
8,67	-4871	
8,675	-4819	
8,68	-4809	
8,685	-4749	
8,69	-4622	
8,695	-4514	
8,7	-4326	
8,705	-4169	
8,71	-3981	
8,715	-3833	
8,72	-3676	
8,725	-3596	
8,73	-3505	
8,735	-3432	
8,74	-3362	
8,745	-3299	
8,75	-3182	
8,755	-3052	
8,76	-2892	
8,765	-2586	
8,77	-2401	
8,775	-2215	
8,78	-2075	
8,785	-1980	
8,79	-1933	
8,795	-1853	
8,8	-1774	
8,805	-1665	
8,81	-1460	
8,815	-1243	
8,82	-977	
8,825	-733	
8,83	-502	
8,835	-359	
8,84	-235	
8,845	-163	
8,85	-117	
8,855	-2	
8,86	127	
8,865	354	
8,87	582	
8,875	821	
8,88	1010	
8,885	1188	
8,89	1271	
8,895	1346	
8,9	1391	
8,905	1496	
8,91	1616	
8,915	1810	
8,92	2010	
8,925	2270	
8,93	2596	
8,935	2729	
8,94	2874	
8,945	2937	
8,95	3001	
8,955	3041	
8,96	3137	
8,965	3251	
8,97	3403	
8,975	3573	
8,98	3798	
8,985	3970	
8,99	4127	
8,995	4228	
9,0	4291	
9,005	4318	
9,01	4375	
9,015	4460	
9,02	4547	
9,025	4701	
9,03	4848	
9,035	5027	
9,04	5154	
9,045	5273	
9,05	5327	
9,055	5369	
9,06	5382	
9,065	5420	
9,07	5457	
9,075	5516	
9,08	5579	
9,085	5651	
9,09	5760	
9,095	5818	
9,1	5891	
9,105	5924	
9,11	5962	
9,115	5947	
9,12	5941	
9,125	5914	
9,13	5920	
9,135	5938	
9,14	5992	
9,145	6070	
9,15	6130	
9,155	6214	
9,16	6238	
9,165	6242	
9,17	6156	
9,175	6029	
9,18	5934	
9,185	5846	
9,19	5792	
9,195	5784	
9,2	5842	
9,205	5868	
9,21	5899	
9,215	5885	
9,22	5821	
9,225	5674	
9,23	5546	
9,235	5404	
9,24	5283	
9,245	5220	
9,25	5260	
9,255	5298	
9,26	5317	
9,265	5286	
9,27	5176	
9,275	4999	
9,28	4789	
9,285	4579	
9,29	4401	
9,295	4290	
9,3	4240	
9,305	4222	
9,31	4210	
9,315	4168	
9,32	4066	
9,325	3878	
9,33	3703	
9,335	3386	
9,34	3228	
9,345	3110	
9,35	3021	
9,355	2965	
9,36	2891	
9,365	2838	
9,37	2697	
9,375	2553	
9,38	2359	
9,385	2168	
9,39	1936	
9,395	1771	
9,4	1597	
9,405	1484	
9,41	1357	
9,415	1186	
9,42	1081	
9,425	942	
9,43	778	
9,435	604	
9,44	451	
9,445	258	
9,45	73	
9,455	-102	
9,46	-265	
9,465	-421	
9,47	-547	
9,475	-657	
9,48	-762	
9,485	-869	
9,49	-988	
9,495	-1246	
9,5	-1462	
9,505	-1696	
9,51	-1917	
9,515	-2087	
9,52	-2229	
9,525	-2308	
9,53	-2359	
9,535	-2413	
9,54	-2524	
9,545	-2641	
9,55	-2822	
9,555	-3043	
9,56	-3265	
9,565	-3440	
9,57	-3591	
9,575	-3701	
9,58	-3720	
9,585	-3753	
9,59	-3815	
9,595	-3905	
9,6	-4054	
9,605	-4225	
9,61	-4424	
9,615	-4612	
9,62	-4756	
9,625	-4858	
9,63	-4919	
9,635	-4935	
9,64	-4933	
9,645	-4954	
9,65	-5027	
9,655	-5192	
9,66	-5323	
9,665	-5469	
9,67	-5563	
9,675	-5607	
9,68	-5632	
9,685	-5634	
9,69	-5636	
9,695	-5635	
9,7	-5662	
9,705	-5709	
9,71	-5777	
9,715	-5853	
9,72	-5941	
9,725	-6015	
9,73	-6059	
9,735	-6075	
9,74	-6050	
9,745	-6005	
9,75	-5949	
9,755	-5929	
9,76	-5915	
9,765	-5916	
9,77	-5938	
9,775	-5981	
9,78	-5997	
9,785	-5991	
9,79	-5961	
9,795	-5897	
9,8	-5835	
9,805	-5731	
9,81	-5651	
9,815	-5585	
9,82	-5539	
9,825	-5521	
9,83	-5530	
9,835	-5521	
9,84	-5487	
9,845	-5420	
9,85	-5304	
9,855	-5165	
9,86	-5025	
9,865	-4886	
9,87	-4766	
9,875	-4692	
9,88	-4644	
9,885	-4624	
9,89	-4565	
9,895	-4523	
9,9	-4345	
9,905	-4200	
9,91	-4043	
9,915	-3874	
9,92	-3735	
9,925	-3614	
9,93	-3534	
9,935	-3460	
9,94	-3402	
9,945	-3318	
9,95	-3224	
9,955	-3065	
9,96	-2905	
9,965	-2680	
9,97	-2488	
9,975	-2288	
9,98	-2066	
9,985	-1962	
9,99	-1913	
9,995	-1826	
10,0	-1750	
10,005	-1615	
10,01	-1443	
10,015	-1224	
10,02	-994	
10,025	-776	
10,03	-587	
10,035	-458	
10,04	-351	
10,045	-279	
10,05	-209	
10,055	-119	
10,06	115	
10,065	311	
10,07	538	
10,075	750	
10,08	939	
10,085	1102	
10,09	1232	
10,095	1341	
10,1	1435	
10,105	1543	
10,11	1670	
10,115	1820	
10,12	1988	
10,125	2151	
10,13	2325	
10,135	2491	
10,14	2688	
10,145	2795	
10,15	2906	
10,155	3000	
10,16	3103	
10,165	3212	
10,17	3325	
10,175	3455	
10,18	3612	
10,185	3759	
10,19	3923	
10,195	4082	
10,2	4208	
10,205	4307	
10,21	4379	
10,215	4409	
10,22	4495	
10,225	4554	
10,23	4658	
10,235	4791	
10,24	4956	
10,245	5069	
10,25	5199	
10,255	5244	
10,26	5297	
10,265	5287	
10,27	5277	
10,275	5264	
10,28	5328	
10,285	5397	
10,29	5511	
10,295	5635	
10,3	5780	
10,305	5888	
10,31	5901	
10,315	5880	
10,32	5847	
10,325	5799	
10,33	5779	
10,335	5798	
10,34	5853	
10,345	5909	
10,35	5978	
10,355	6027	
10,36	6032	
10,365	5992	
10,37	5922	
10,375	5845	
10,38	5759	
10,385	5703	
10,39	5700	
10,395	5725	
10,4	5755	
10,405	5767	
10,41	5768	
10,415	5716	
10,42	5640	
10,425	5531	
10,43	5427	
10,435	5326	
10,44	5249	
10,445	5191	
10,45	5131	
10,455	5087	
10,46	5043	
10,465	4928	
10,47	4837	
10,475	4723	
10,48	4623	
10,485	4478	
10,49	4368	
10,495	4242	
10,5	4159	
10,505	4060	
10,51	4012	
10,515	3950	
10,52	3895	
10,525	3814	
10,53	3707	
10,535	3564	
10,54	3379	
10,545	3113	
10,55	2946	
10,555	2794	
10,56	2670	
10,565	2586	
10,57	2499	
10,575	2392	
10,58	2282	
10,585	2123	
10,59	1954	
10,595	1747	
10,6	1549	
10,605	1353	
10,61	1226	
10,615	1097	
10,62	1033	
10,625	928	
10,63	825	
10,635	698	
10,64	516	
10,645	305	
10,65	64	
10,655	-130	
10,66	-317	
10,665	-443	
10,67	-557	
10,675	-628	
10,68	-719	
10,685	-836	
10,69	-990	
10,695	-1168	
10,7	-1367	
10,705	-1656	
10,71	-1822	
10,715	-1947	
10,72	-2054	
10,725	-2142	
10,73	-2222	
10,735	-2333	
10,74	-2458	
10,745	-2619	
10,75	-2773	
10,755	-2940	
10,76	-3097	
10,765	-3238	
10,77	-3355	
10,775	-3439	
10,78	-3542	
10,785	-3639	
10,79	-3782	
10,795	-3892	
10,8	-4020	
10,805	-4137	
10,81	-4243	
10,815	-4379	
10,82	-4485	
10,825	-4582	
10,83	-4657	
10,835	-4735	
10,84	-4784	
10,845	-4837	
10,85	-4884	
10,855	-4953	
10,86	-5004	
10,865	-5107	
10,87	-5257	
10,875	-5356	
10,88	-5451	
10,885	-5514	
10,89	-5545	
10,895	-5545	
10,9	-5537	
10,905	-5550	
10,91	-5567	
10,915	-5608	
10,92	-5687	
10,925	-5749	
10,93	-5809	
10,935	-5842	
10,94	-5840	
10,945	-5812	
10,95	-5729	
10,955	-5668	
10,96	-5649	
10,965	-5629	
10,97	-5646	
10,975	-5709	
10,98	-5741	
10,985	-5775	
10,99	-5759	
10,995	-5731	
11,0	-5650	
11,005	-5564	
11,01	-5453	
11,015	-5388	
11,02	-5317	
11,025	-5287	
11,03	-5288	
11,035	-5257	
11,04	-5212	
11,045	-5145	
11,05	-5033	
11,055	-4892	
11,06	-4769	
11,065	-4631	
11,07	-4545	
11,075	-4467	
11,08	-4419	
11,085	-4391	
11,09	-4378	
11,095	-4315	
11,1	-4225	
11,105	-4105	
11,11	-3886	
11,115	-3724	
11,12	-3613	
11,125	-3501	
11,13	-3401	
11,135	-3316	
11,14	-3218	
11,145	-3102	
11,15	-2952	
11,155	-2799	
11,16	-2638	
11,165	-2461	
11,17	-2308	
11,175	-2146	
11,18	-2026	
11,185	-1898	
11,19	-1741	
11,195	-1650	
11,2	-1560	
11,205	-1436	
11,21	-1273	
11,215	-1141	
11,22	-969	
11,225	-803	
11,23	-637	
11,235	-489	
11,24	-328	
11,245	-178	
11,25	-48	
11,255	70	
11,26	202	
11,265	334	
11,27	455	
11,275	706	
11,28	876	
11,285	1048	
11,29	1220	
11,295	1374	
11,3	1490	
11,305	1616	
11,31	1689	
11,315	1773	
11,32	1890	
11,325	2014	
11,33	2154	
11,335	2325	
11,34	2504	
11,345	2668	
11,35	2817	
11,355	2981	
11,36	3077	
11,365	3140	
11,37	3218	
11,375	3326	
11,38	3469	
11,385	3628	
11,39	3811	
11,395	3965	
11,4	4070	
11,405	4147	
11,41	4187	
11,415	4204	
11,42	4228	
11,425	4291	
11,43	4392	
11,435	4564	
11,44	4717	
11,445	4843	
11,45	4934	
11,455	5008	
11,46	5051	
11,465	5050	
11,47	5087	
11,475	5141	
11,48	5203	
11,485	5282	
11,49	5392	
11,495	5473	
11,5	5500	
11,505	5502	
11,51	5505	
11,515	5469	
11,52	5477	
11,525	5490	
11,53	5520	
11,535	5530	
11,54	5543	
11,545	5542	
11,55	5555	
11,555	5565	
11,56	5574	
11,565	5592	
11,57	5612	
11,575	5612	
11,58	5570	
11,585	5520	
11,59	5464	
11,595	5388	
11,6	5345	
11,605	5325	
11,61	5348	
11,615	5305	
11,62	5264	
11,625	5218	
11,63	5141	
11,635	5009	
11,64	4900	
11,645	4806	
11,65	4742	
11,655	4676	
11,66	4675	
11,665	4639	
11,67	4624	
11,675	4519	
11,68	4404	
11,685	4267	
11,69	4108	
11,695	3979	
11,7	3867	
11,705	3772	
11,71	3694	
11,715	3639	
11,72	3577	
11,725	3462	
11,73	3343	
11,735	3183	
11,74	3031	
11,745	2857	
11,75	2707	
11,755	2568	
11,76	2420	
11,765	2339	
11,77	2228	
11,775	2137	
11,78	2029	
11,785	1909	
11,79	1745	
11,795	1586	
11,8	1425	
11,805	1276	
11,81	1112	
11,815	983	
11,82	856	
11,825	734	
11,83	603	
11,835	466	
11,84	268	
11,845	113	
11,85	-56	
11,855	-208	
11,86	-374	
11,865	-534	
11,87	-656	
11,875	-753	
11,88	-877	
11,885	-976	
11,89	-1089	
11,895	-1225	
11,9	-1369	
11,905	-1524	
11,91	-1689	
11,915	-1831	
11,92	-2064	
11,925	-2177	
11,93	-2284	
11,935	-2383	
11,94	-2490	
11,945	-2596	
11,95	-2727	
11,955	-2860	
11,96	-3011	
11,965	-3161	
11,97	-3306	
11,975	-3403	
11,98	-3517	
11,985	-3605	
11,99	-3653	
11,995	-3724	
12,0	-3824	
12,005	-3929	
12,01	-4021	
12,015	-4140	
12,02	-4238	
12,025	-4348	
12,03	-4451	
12,035	-4528	
12,04	-4601	
12,045	-4646	
12,05	-4707	
12,055	-4741	
12,06	-4812	
12,065	-4885	
12,07	-4972	
12,075	-5064	
12,08	-5172	
12,085	-5200	
12,09	-5219	
12,095	-5205	
12,1	-5206	
12,105	-5183	
12,11	-5198	
12,115	-5249	
12,12	-5290	
12,125	-5343	
12,13	-5411	
12,135	-5448	
12,14	-5467	
12,145	-5445	
12,15	-5425	
12,155	-5376	
12,16	-5312	
12,165	-5301	
12,17	-5310	
12,175	-5316	
12,18	-5335	
12,185	-5355	
12,19	-5332	
12,195	-5257	
12,2	-5190	
12,205	-5096	
12,21	-5000	
12,215	-4926	
12,22	-4869	
12,225	-4837	
12,23	-4827	
12,235	-4802	
12,24	-4767	
12,245	-4688	
12,25	-4594	
12,255	-4490	
12,26	-4405	
12,265	-4313	
12,27	-4231	
12,275	-4162	
12,28	-4090	
12,285	-4003	
12,29	-3924	
12,295	-3842	
12,3	-3749	
12,305	-3632	
12,31	-3533	
12,315	-3403	
12,32	-3273	
12,325	-3093	
12,33	-2973	
12,335	-2863	
12,34	-2762	
12,345	-2669	
12,35	-2579	
12,355	-2474	
12,36	-2372	
12,365	-2263	
12,37	-2114	
12,375	-1966	
12,38	-1798	
12,385	-1642	
12,39	-1492	
12,395	-1389	
12,4	-1275	
12,405	-1160	
12,41	-1050	
12,415	-930	
12,42	-756	
12,425	-580	
12,43	-390	
12,435	-214	
12,44	-46	
12,445	85	
12,45	197	
12,455	305	
12,46	406	
12,465	509	
12,47	627	
12,475	764	
12,48	911	
12,485	1149	
12,49	1300	
12,495	1435	
12,5	1544	
12,505	1646	
12,51	1761	
12,515	1853	
12,52	1977	
12,525	2115	
12,53	2272	
12,535	2422	
12,54	2575	
12,545	2730	
12,55	2856	
12,555	2940	
12,56	3018	
12,565	3132	
12,57	3205	
12,575	3310	
12,58	3385	
12,585	3506	
12,59	3618	
12,595	3727	
12,6	3813	
12,605	3917	
12,61	4002	
12,615	4079	
12,62	4152	
12,625	4228	
12,63	4309	
12,635	4370	
12,64	4456	
12,645	4555	
12,65	4638	
12,655	4712	
12,66	4770	
12,665	4803	
12,67	4849	
12,675	4872	
12,68	4895	
12,685	4908	
12,69	4950	
12,695	4967	
12,7	4999	
12,705	5047	
12,71	5099	
12,715	5129	
12,72	5167	
12,725	5208	
12,73	5166	
12,735	5162	
12,74	5139	
12,745	5117	
12,75	5126	
12,755	5175	
12,76	5194	
12,765	5190	
12,77	5177	
12,775	5133	
12,78	5066	
12,785	4982	
12,79	4912	
12,795	4866	
12,8	4854	
12,805	4821	
12,81	4821	
12,815	4799	
12,82	4745	
12,825	4687	
12,83	4609	
12,835	4516	
12,84	4439	
12,845	4366	
12,85	4296	
12,855	4247	
12,86	4199	
12,865	4132	
12,87	4076	
12,875	3988	
12,88	3875	
12,885	3767	
12,89	3584	
12,895	3448	
12,9	3325	
12,905	3208	
12,91	3128	
12,915	3046	
12,92	2983	
12,925	2911	
12,93	2821	
12,935	2724	
12,94	2591	
12,945	2451	
12,95	2310	
12,955	2192	
12,96	2042	
12,965	1936	
12,97	1784	
12,975	1675	
12,98	1573	
12,985	1454	
12,99	1321	
12,995	1184	
13,0	1043	
13,005	874	
13,01	733	
13,015	591	
13,02	447	
13,025	324	
13,03	250	
13,035	143	
13,04	45	
13,045	-71	
13,05	-279	
13,055	-439	
13,06	-599	
13,065	-737	
13,07	-892	
13,075	-1000	
13,08	-1113	
13,085	-1227	
13,09	-1334	
13,095	-1445	
13,1	-1585	
13,105	-1694	
13,11	-1829	
13,115	-1995	
13,12	-2128	
13,125	-2264	
13,13	-2450	
13,135	-2543	
13,14	-2605	
13,145	-2707	
13,15	-2771	
13,155	-2887	
13,16	-2991	
13,165	-3111	
13,17	-3201	
13,175	-3311	
13,18	-3407	
13,185	-3509	
13,19	-3588	
13,195	-3667	
13,2	-3750	
13,205	-3808	
13,21	-3886	
13,215	-4031	
13,22	-4125	
13,225	-4228	
13,23	-4333	
13,235	-4417	
13,24	-4456	
13,245	-4480	
13,25	-4507	
13,255	-4525	
13,26	-4543	
13,265	-4593	
13,27	-4634	
13,275	-4710	
13,28	-4793	
13,285	-4836	
13,29	-4871	
13,295	-4897	
13,3	-4888	
13,305	-4876	
13,31	-4890	
13,315	-4922	
13,32	-4934	
13,325	-4963	
13,33	-4999	
13,335	-5011	
13,34	-5016	
13,345	-4998	
13,35	-4981	
13,355	-4952	
13,36	-4929	
13,365	-4901	
13,37	-4870	
13,375	-4830	
13,38	-4783	
13,385	-4776	
13,39	-4725	
13,395	-4695	
13,4	-4630	
13,405	-4580	
13,41	-4522	
13,415	-4469	
13,42	-4390	
13,425	-4341	
13,43	-4294	
13,435	-4252	
13,44	-4200	
13,445	-4149	
13,45	-4112	
13,455	-3979	
13,46	-3890	
13,465	-3793	
13,47	-3675	
13,475	-3556	
13,48	-3452	
13,485	-3357	
13,49	-3273	
13,495	-3215	
13,5	-3131	
13,505	-3047	
13,51	-2946	
13,515	-2841	
13,52	-2702	
13,525	-2582	
13,53	-2458	
13,535	-2305	
13,54	-2218	
13,545	-2132	
13,55	-2042	
13,555	-1946	
13,56	-1826	
13,565	-1699	
13,57	-1562	
13,575	-1410	
13,58	-1281	
13,585	-1140	
13,59	-1006	
13,595	-900	
13,6	-786	
13,605	-672	
13,61	-565	
13,615	-395	
13,62	-251	
13,625	-115	
13,63	35	
13,635	195	
13,64	321	
13,645	434	
13,65	536	
13,655	622	
13,66	717	
13,665	838	
13,67	957	
13,675	1098	
13,68	1253	
13,685	1392	
13,69	1519	
13,695	1660	
13,7	1831	
13,705	1935	
13,71	2025	
13,715	2125	
13,72	2230	
13,725	2320	
13,73	2447	
13,735	2554	
13,74	2662	
13,745	2772	
13,75	2868	
13,755	2969	
13,76	3062	
13,765	3141	
13,77	3236	
13,775	3317	
13,78	3443	
13,785	3530	
13,79	3624	
13,795	3747	
13,8	3835	
13,805	3918	
13,81	4007	
13,815	4051	
13,82	4084	
13,825	4133	
13,83	4174	
13,835	4228	
13,84	4285	
13,845	4342	
13,85	4398	
13,855	4478	
13,86	4544	
13,865	4586	
13,87	4609	
13,875	4632	
13,88	4617	
13,885	4654	
13,89	4679	
13,895	4727	
13,9	4761	
13,905	4819	
13,91	4833	
13,915	4862	
13,92	4850	
13,925	4840	
13,93	4811	
13,935	4784	
13,94	4751	
13,945	4722	
13,95	4708	
13,955	4699	
13,96	4679	
13,965	4666	
13,97	4657	
13,975	4628	
13,98	4584	
13,985	4545	
13,99	4495	
13,995	4410	
14,0	4362	
14,005	4320	
14,01	4285	
14,015	4257	
14,02	4194	
14,025	4151	
14,03	4094	
14,035	4000	
14,04	3903	
14,045	3809	
14,05	3695	
14,055	3589	
14,06	3522	
14,065	3450	
14,07	3399	
14,075	3339	
14,08	3252	
14,085	3145	
14,09	3026	
14,095	2893	
14,1	2733	
14,105	2640	
14,11	2573	
14,115	2513	
14,12	2423	
14,125	2351	
14,13	2267	
14,135	2148	
14,14	2012	
14,145	1890	
14,15	1717	
14,155	1558	
14,16	1433	
14,165	1316	
14,17	1210	
14,175	1118	
14,18	1030	
14,185	862	
14,19	728	
14,195	578	
14,2	429	
14,205	300	
14,21	162	
14,215	62	
14,22	-39	
14,225	-132	
14,23	-239	
14,235	-352	
14,24	-478	
14,245	-594	
14,25	-730	
14,255	-847	
14,26	-970	
14,265	-1188	
14,27	-1311	
14,275	-1447	
14,28	-1562	
14,285	-1672	
14,29	-1750	
14,295	-1838	
14,3	-1920	
14,305	-2032	
14,31	-2139	
14,315	-2270	
14,32	-2408	
14,325	-2522	
14,33	-2627	
14,335	-2696	
14,34	-2778	
14,345	-2864	
14,35	-2940	
14,355	-3035	
14,36	-3134	
14,365	-3244	
14,37	-3363	
14,375	-3471	
14,38	-3571	
14,385	-3658	
14,39	-3723	
14,395	-3783	
14,4	-3808	
14,405	-3864	
14,41	-3914	
14,415	-3984	
14,42	-4042	
14,425	-4169	
14,43	-4231	
14,435	-4284	
14,44	-4325	
14,445	-4335	
14,45	-4368	
14,455	-4393	
14,46	-4410	
14,465	-4462	
14,47	-4508	
14,475	-4541	
14,48	-4594	
14,485	-4605	
14,49	-4629	
14,495	-4652	
14,5	-4640	
14,505	-4618	
14,51	-4606	
14,515	-4598	
14,52	-4607	
14,525	-4612	
14,53	-4606	
14,535	-4604	
14,54	-4592	
14,545	-4555	
14,55	-4533	
14,555	-4502	
14,56	-4476	
14,565	-4443	
14,57	-4399	
14,575	-4357	
14,58	-4305	
14,585	-4282	
14,59	-4245	
14,595	-4233	
14,6	-4204	
14,605	-4150	
14,61	-4072	
14,615	-3985	
14,62	-3880	
14,625	-3811	
14,63	-3737	
14,635	-3670	
14,64	-3619	
14,645	-3566	
14,65	-3499	
14,655	-3409	
14,66	-3327	
14,665	-3217	
14,67	-3048	
14,675	-2938	
14,68	-2827	
14,685	-2741	
14,69	-2662	
14,695	-2589	
14,7	-2512	
14,705	-2450	
14,71	-2337	
14,715	-2219	
14,72	-2110	
14,725	-1976	
14,73	-1830	
14,735	-1726	
14,74	-1613	
14,745	-1502	
14,75	-1334	
14,755	-1232	
14,76	-1101	
14,765	-984	
14,77	-874	
14,775	-741	
14,78	-608	
14,785	-494	
14,79	-362	
14,795	-253	
14,8	-139	
14,805	-43	
14,81	55	
14,815	152	
14,82	273	
14,825	385	
14,83	585	
14,835	717	
14,84	857	
14,845	988	
14,85	1128	
14,855	1233	
14,86	1339	
14,865	1419	
14,87	1510	
14,875	1629	
14,88	1741	
14,885	1872	
14,89	1997	
14,895	2116	
14,9	2217	
14,905	2310	
14,91	2439	
14,915	2506	
14,92	2577	
14,925	2667	
14,93	2752	
14,935	2850	
14,94	2971	
14,945	3097	
14,95	3190	
14,955	3285	
14,96	3364	
14,965	3415	
14,97	3490	
14,975	3541	
14,98	3606	
14,985	3694	
14,99	3805	
14,995	3902	
15,0	3976	
15,005	4053	
15,01	4079	
15,015	4138	
15,02	4157	
15,025	4174	
15,03	4199	
15,035	4236	
15,04	4251	
15,045	4293	
15,05	4336	
15,055	4392	
15,06	4447	
15,065	4512	
15,07	4552	
15,075	4543	
15,08	4534	
15,085	4516	
15,09	4519	
15,095	4519	
15,1	4543	
15,105	4557	
15,11	4564	
15,115	4563	
15,12	4562	
15,125	4524	
15,13	4482	
15,135	4452	
15,14	4405	
15,145	4371	
15,15	4350	
15,155	4317	
15,16	4311	
15,165	4282	
15,17	4242	
15,175	4193	
15,18	4142	
15,185	4060	
15,19	3992	
15,195	3943	
15,2	3882	
15,205	3818	
15,21	3782	
15,215	3751	
15,22	3663	
15,225	3599	
15,23	3530	
15,235	3391	
15,24	3298	
15,245	3208	
15,25	3107	
15,255	3013	
15,26	2928	
15,265	2844	
15,27	2770	
15,275	2706	
15,28	2636	
15,285	2530	
15,29	2422	
15,295	2315	
15,3	2186	
15,305	2059	
15,31	1961	
15,315	1789	
15,32	1699	
15,325	1603	
15,33	1523	
15,335	1408	
15,34	1307	
15,345	1164	
15,35	1027	
15,355	882	
15,36	744	
15,365	614	
15,37	528	
15,375	442	
15,38	335	
15,385	259	
15,39	163	
15,395	-18	
15,4	-143	
15,405	-279	
15,41	-420	
15,415	-549	
15,42	-667	
15,425	-795	
15,43	-901	
15,435	-1007	
15,44	-1117	
15,445	-1246	
15,45	-1358	
15,455	-1479	
15,46	-1599	
15,465	-1732	
15,47	-1821	
15,475	-1979	
15,48	-2090	
15,485	-2167	
15,49	-2265	
15,495	-2368	
15,5	-2461	
15,505	-2523	
15,51	-2615	
15,515	-2722	
15,52	-2811	
15,525	-2899	
15,53	-3019	
15,535	-3137	
15,54	-3215	
15,545	-3310	
15,55	-3387	
15,555	-3484	
15,56	-3561	
15,565	-3626	
15,57	-3704	
15,575	-3780	
15,58	-3853	
15,585	-3908	
15,59	-3969	
15,595	-4000	
15,6	-4028	
15,605	-4049	
15,61	-4072	
15,615	-4099	
15,62	-4169	
15,625	-4217	
15,63	-4294	
15,635	-4335	
15,64	-4401	
15,645	-4423	
15,65	-4435	
15,655	-4440	
15,66	-4454	
15,665	-4459	
15,67	-4476	
15,675	-4507	
15,68	-4546	
15,685	-4571	
15,69	-4599	
15,695	-4602	
15,7	-4562	
15,705	-4540	
15,71	-4491	
15,715	-4440	
15,72	-4382	
15,725	-4377	
15,73	-4354	
15,735	-4361	
15,74	-4365	
15,745	-4338	
15,75	-4288	
15,755	-4221	
15,76	-4161	
15,765	-4105	
15,77	-4032	
15,775	-3987	
15,78	-3954	
15,785	-3889	
15,79	-3839	
15,795	-3808	
15,8	-3714	
15,805	-3636	
15,81	-3558	
15,815	-3447	
15,82	-3347	
15,825	-3257	
15,83	-3168	
15,835	-3081	
15,84	-3022	
15,845	-2953	
15,85	-2899	
15,855	-2815	
15,86	-2740	
15,865	-2641	
15,87	-2526	
15,875	-2411	
15,88	-2242	
15,885	-2111	
15,89	-2007	
15,895	-1909	
15,9	-1827	
15,905	-1725	
15,91	-1641	
15,915	-1525	
15,92	-1419	
15,925	-1286	
15,93	-1160	
15,935	-1032	
15,94	-917	
15,945	-773	
15,95	-681	
15,955	-574	
15,96	-411	
15,965	-309	
15,97	-208	
15,975	-80	
15,98	41	
15,985	158	
15,99	272	
15,995	383	
16,0	501	
16,005	620	
16,01	718	
16,015	813	
16,02	920	
16,025	1037	
16,03	1167	
16,035	1321	
16,04	1523	
16,045	1660	
16,05	1760	
16,055	1837	
16,06	1917	
16,065	1999	
16,07	2077	
16,075	2167	
16,08	2285	
16,085	2402	
16,09	2503	
16,095	2639	
16,1	2748	
16,105	2835	
16,11	2916	
16,115	2996	
16,12	3064	
16,125	3186	
16,13	3284	
16,135	3344	
16,14	3446	
16,145	3525	
16,15	3598	
16,155	3668	
16,16	3762	
16,165	3826	
16,17	3890	
16,175	3943	
16,18	3984	
16,185	4008	
16,19	4037	
16,195	4091	
16,2	4146	
16,205	4249	
16,21	4297	
16,215	4333	
16,22	4390	
16,225	4401	
16,23	4422	
16,235	4433	
16,24	4454	
16,245	4440	
16,25	4469	
16,255	4507	
16,26	4547	
16,265	4579	
16,27	4607	
16,275	4599	
16,28	4573	
16,285	4541	
16,29	4506	
16,295	4490	
16,3	4471	
16,305	4463	
16,31	4447	
16,315	4436	
16,32	4401	
16,325	4386	
16,33	4339	
16,335	4289	
16,34	4232	
16,345	4168	
16,35	4125	
16,355	4081	
16,36	4058	
16,365	4007	
16,37	3962	
16,375	3902	
16,38	3824	
16,385	3739	
16,39	3648	
16,395	3535	
16,4	3451	
16,405	3379	
16,41	3305	
16,415	3254	
16,42	3189	
16,425	3139	
16,43	3053	
16,435	2978	
16,44	2876	
16,445	2697	
16,45	2582	
16,455	2448	
16,46	2358	
16,465	2251	
16,47	2179	
16,475	2103	
16,48	2017	
16,485	1913	
16,49	1799	
16,495	1677	
16,5	1555	
16,505	1421	
16,51	1286	
16,515	1188	
16,52	1103	
16,525	952	
16,53	884	
16,535	777	
16,54	639	
16,545	511	
16,55	365	
16,555	209	
16,56	80	
16,565	-30	
16,57	-137	
16,575	-244	
16,58	-353	
16,585	-470	
16,59	-582	
16,595	-714	
16,6	-826	
16,605	-931	
16,61	-1122	
16,615	-1234	
16,62	-1364	
16,625	-1471	
16,63	-1606	
16,635	-1695	
16,64	-1812	
16,645	-1897	
16,65	-2009	
16,655	-2089	
16,66	-2180	
16,665	-2291	
16,67	-2410	
16,675	-2539	
16,68	-2654	
16,685	-2779	
16,69	-2893	
16,695	-2959	
16,7	-3033	
16,705	-3089	
16,71	-3181	
16,715	-3268	
16,72	-3381	
16,725	-3467	
16,73	-3584	
16,735	-3654	
16,74	-3729	
16,745	-3767	
16,75	-3825	
16,755	-3859	
16,76	-3935	
16,765	-3981	
16,77	-4111	
16,775	-4170	
