t, ñ	wz	
27,575	392	
27,58	468	
27,585	527	
27,59	509	
27,595	410	
27,6	312	
27,605	252	
27,61	241	
27,615	273	
27,62	359	
27,625	441	
27,63	523	
27,635	523	
27,64	445	
27,645	363	
27,65	300	
27,655	255	
27,66	271	
27,665	331	
27,67	414	
27,675	473	
27,68	512	
27,685	487	
27,69	412	
27,695	333	
27,7	256	
27,705	248	
27,71	266	
27,715	345	
27,72	423	
27,725	483	
27,73	492	
27,735	415	
27,74	338	
27,745	248	
27,75	213	
27,755	214	
27,76	282	
27,765	341	
27,77	420	
27,775	460	
27,78	412	
27,785	334	
27,79	266	
27,795	197	
27,8	181	
27,805	223	
27,81	293	
27,815	362	
27,82	412	
27,825	390	
27,83	332	
27,835	255	
27,84	182	
27,845	156	
27,85	172	
27,855	243	
27,86	329	
27,865	419	
27,87	434	
27,875	368	
27,88	283	
27,885	178	
27,89	129	
27,895	118	
27,9	173	
27,905	249	
27,91	375	
27,915	400	
27,92	368	
27,925	304	
27,93	206	
27,935	133	
27,94	113	
27,945	129	
27,95	204	
27,955	331	
27,96	380	
27,965	386	
27,97	324	
27,975	243	
27,98	150	
27,985	106	
27,99	120	
27,995	178	
28,0	320	
28,005	391	
28,01	398	
28,015	351	
28,02	278	
28,025	200	
28,03	144	
28,035	133	
28,04	176	
28,045	245	
28,05	357	
28,055	393	
28,06	411	
28,065	357	
28,07	298	
28,075	239	
28,08	205	
28,085	205	
28,09	228	
28,095	333	
28,1	374	
28,105	376	
28,11	364	
28,115	311	
28,12	247	
28,125	201	
28,13	201	
28,135	232	
28,14	325	
28,145	383	
28,15	409	
28,155	393	
28,16	356	
28,165	296	
28,17	257	
28,175	244	
28,18	270	
28,185	338	
28,19	403	
28,195	450	
28,2	453	
28,205	429	
28,21	377	
28,215	311	
28,22	270	
28,225	256	
28,23	310	
28,235	365	
28,24	406	
28,245	436	
28,25	412	
28,255	375	
28,26	347	
28,265	303	
28,27	293	
28,275	348	
28,28	379	
28,285	423	
28,29	434	
28,295	425	
28,3	389	
28,305	344	
28,31	304	
28,315	286	
28,32	272	
28,325	288	
28,33	329	
28,335	366	
28,34	369	
28,345	369	
28,35	348	
28,355	295	
28,36	237	
28,365	197	
28,37	215	
28,375	234	
28,38	279	
28,385	295	
28,39	308	
28,395	278	
28,4	245	
28,405	180	
28,41	147	
28,415	131	
28,42	128	
28,425	168	
28,43	194	
28,435	201	
28,44	183	
28,445	158	
28,45	100	
28,455	31	
28,46	0	
28,465	8	
28,47	35	
28,475	61	
28,48	56	
28,485	67	
28,49	43	
28,495	-4	
28,5	-67	
28,505	-121	
28,51	-141	
28,515	-159	
28,52	-133	
28,525	-105	
28,53	-103	
28,535	-114	
28,54	-141	
28,545	-196	
28,55	-272	
28,555	-297	
28,56	-313	
28,565	-295	
28,57	-271	
28,575	-256	
28,58	-269	
28,585	-305	
28,59	-366	
28,595	-447	
28,6	-496	
28,605	-501	
28,61	-484	
28,615	-458	
28,62	-438	
28,625	-432	
28,63	-458	
28,635	-494	
28,64	-575	
28,645	-630	
28,65	-654	
28,655	-666	
28,66	-648	
28,665	-622	
28,67	-612	
28,675	-617	
28,68	-659	
28,685	-741	
28,69	-810	
28,695	-849	
28,7	-866	
28,705	-843	
28,71	-836	
28,715	-802	
28,72	-793	
28,725	-794	
28,73	-869	
28,735	-922	
28,74	-957	
28,745	-978	
28,75	-963	
28,755	-949	
28,76	-902	
28,765	-888	
28,77	-894	
28,775	-967	
28,78	-1017	
28,785	-1074	
28,79	-1117	
28,795	-1109	
28,8	-1091	
28,805	-1059	
28,81	-1026	
28,815	-1009	
28,82	-1052	
28,825	-1084	
28,83	-1126	
28,835	-1167	
28,84	-1167	
28,845	-1138	
28,85	-1105	
28,855	-1071	
28,86	-1037	
28,865	-1073	
28,87	-1101	
28,875	-1137	
28,88	-1167	
28,885	-1171	
28,89	-1125	
28,895	-1075	
28,9	-1037	
28,905	-1020	
28,91	-1014	
28,915	-1047	
28,92	-1082	
28,925	-1095	
28,93	-1119	
28,935	-1090	
28,94	-1054	
28,945	-998	
28,95	-950	
28,955	-927	
28,96	-939	
28,965	-962	
28,97	-1002	
28,975	-1006	
28,98	-1003	
28,985	-960	
28,99	-895	
28,995	-829	
29,0	-777	
29,005	-743	
29,01	-753	
29,015	-789	
29,02	-795	
29,025	-801	
29,03	-765	
29,035	-713	
29,04	-638	
29,045	-587	
29,05	-529	
29,055	-530	
29,06	-548	
29,065	-562	
29,07	-558	
29,075	-545	
29,08	-499	
29,085	-406	
29,09	-336	
29,095	-260	
29,1	-216	
29,105	-238	
29,11	-254	
29,115	-260	
29,12	-237	
29,125	-194	
29,13	-131	
29,135	-68	
29,14	19	
29,145	55	
29,15	71	
29,155	61	
29,16	69	
29,165	87	
29,17	130	
29,175	190	
29,18	277	
29,185	389	
29,19	418	
29,195	432	
29,2	430	
29,205	417	
29,21	427	
29,215	465	
29,22	515	
29,225	577	
29,23	678	
29,235	732	
29,24	755	
29,245	762	
29,25	773	
29,255	790	
29,26	791	
29,265	848	
29,27	904	
29,275	980	
29,28	1048	
29,285	1078	
29,29	1093	
29,295	1110	
29,3	1119	
29,305	1130	
29,31	1165	
29,315	1213	
29,32	1304	
29,325	1358	
29,33	1387	
29,335	1398	
29,34	1424	
29,345	1406	
29,35	1414	
29,355	1422	
29,36	1443	
29,365	1486	
29,37	1513	
29,375	1551	
29,38	1592	
29,385	1618	
29,39	1622	
29,395	1630	
29,4	1622	
29,405	1627	
29,41	1639	
29,415	1671	
29,42	1731	
29,425	1747	
29,43	1775	
29,435	1789	
29,44	1802	
29,445	1782	
29,45	1782	
29,455	1763	
29,46	1760	
29,465	1783	
29,47	1808	
29,475	1828	
29,48	1855	
29,485	1868	
29,49	1844	
29,495	1831	
29,5	1817	
29,505	1807	
29,51	1799	
29,515	1824	
29,52	1818	
29,525	1826	
29,53	1808	
29,535	1783	
29,54	1761	
29,545	1717	
29,55	1708	
29,555	1701	
29,56	1710	
29,565	1726	
29,57	1703	
29,575	1670	
29,58	1633	
29,585	1589	
29,59	1540	
29,595	1498	
29,6	1469	
29,605	1478	
29,61	1474	
29,615	1486	
29,62	1454	
29,625	1434	
29,63	1385	
29,635	1323	
29,64	1238	
29,645	1208	
29,65	1182	
29,655	1176	
29,66	1176	
29,665	1154	
29,67	1128	
29,675	1047	
29,68	983	
29,685	854	
29,69	784	
29,695	752	
29,7	731	
29,705	712	
29,71	711	
29,715	707	
29,72	665	
29,725	616	
29,73	500	
29,735	429	
29,74	350	
29,745	304	
29,75	286	
29,755	278	
29,76	256	
29,765	233	
29,77	177	
29,775	43	
29,78	-44	
29,785	-124	
29,79	-179	
29,795	-213	
29,8	-243	
29,805	-254	
29,81	-287	
29,815	-337	
29,82	-454	
29,825	-532	
29,83	-613	
29,835	-671	
29,84	-704	
29,845	-710	
29,85	-723	
29,855	-754	
29,86	-811	
29,865	-891	
29,87	-1024	
29,875	-1109	
29,88	-1162	
29,885	-1180	
29,89	-1202	
29,895	-1228	
29,9	-1256	
29,905	-1298	
29,91	-1368	
29,915	-1501	
29,92	-1554	
29,925	-1641	
29,93	-1653	
29,935	-1668	
29,94	-1672	
29,945	-1684	
29,95	-1700	
29,955	-1752	
29,96	-1864	
29,965	-1929	
29,97	-1987	
29,975	-2009	
29,98	-2016	
29,985	-2022	
29,99	-2024	
29,995	-2037	
30,0	-2083	
30,005	-2168	
30,01	-2223	
30,015	-2304	
30,02	-2339	
30,025	-2347	
30,03	-2337	
30,035	-2318	
30,04	-2275	
30,045	-2287	
30,05	-2314	
30,055	-2376	
30,06	-2433	
30,065	-2473	
30,07	-2485	
30,075	-2491	
30,08	-2466	
30,085	-2452	
30,09	-2446	
30,095	-2462	
30,1	-2493	
30,105	-2512	
30,11	-2538	
30,115	-2548	
30,12	-2539	
30,125	-2524	
30,13	-2507	
30,135	-2477	
30,14	-2454	
30,145	-2451	
30,15	-2449	
30,155	-2451	
30,16	-2442	
30,165	-2422	
30,17	-2384	
30,175	-2342	
30,18	-2300	
30,185	-2266	
30,19	-2251	
30,195	-2231	
30,2	-2243	
30,205	-2213	
30,21	-2186	
30,215	-2148	
30,22	-2116	
30,225	-2067	
30,23	-1995	
30,235	-1975	
30,24	-1947	
30,245	-1927	
30,25	-1890	
30,255	-1852	
30,26	-1778	
30,265	-1730	
30,27	-1657	
30,275	-1592	
30,28	-1530	
30,285	-1497	
30,29	-1466	
30,295	-1444	
30,3	-1413	
30,305	-1356	
30,31	-1294	
30,315	-1225	
30,32	-1140	
30,325	-1036	
30,33	-985	
30,335	-935	
30,34	-924	
30,345	-862	
30,35	-820	
30,355	-756	
30,36	-673	
30,365	-573	
30,37	-445	
30,375	-381	
30,38	-309	
30,385	-270	
30,39	-228	
30,395	-172	
30,4	-122	
30,405	-69	
30,41	14	
30,415	149	
30,42	221	
30,425	312	
30,43	378	
30,435	437	
30,44	469	
30,445	525	
30,45	575	
30,455	647	
30,46	784	
30,465	859	
30,47	941	
30,475	1026	
30,48	1069	
30,485	1115	
30,49	1177	
30,495	1226	
30,5	1281	
30,505	1390	
30,51	1472	
30,515	1534	
30,52	1614	
30,525	1662	
30,53	1733	
30,535	1780	
30,54	1822	
30,545	1878	
30,55	1991	
30,555	2045	
30,56	2122	
30,565	2167	
30,57	2214	
30,575	2235	
30,58	2284	
30,585	2322	
30,59	2366	
30,595	2446	
30,6	2482	
30,605	2525	
30,61	2572	
30,615	2609	
30,62	2649	
30,625	2700	
30,63	2737	
30,635	2767	
30,64	2841	
30,645	2859	
30,65	2889	
30,655	2930	
30,66	2949	
30,665	2966	
30,67	2979	
30,675	2984	
30,68	2986	
30,685	2997	
30,69	3028	
30,695	3076	
30,7	3098	
30,705	3134	
30,71	3160	
30,715	3153	
30,72	3117	
30,725	3101	
30,73	3078	
30,735	3061	
30,74	3080	
30,745	3108	
30,75	3132	
30,755	3141	
30,76	3128	
30,765	3101	
30,77	3045	
30,775	3012	
30,78	2947	
30,785	2941	
30,79	2940	
30,795	2949	
30,8	2947	
30,805	2950	
30,81	2918	
30,815	2870	
30,82	2817	
30,825	2727	
30,83	2681	
30,835	2654	
30,84	2635	
30,845	2596	
30,85	2569	
30,855	2521	
30,86	2475	
30,865	2410	
30,87	2326	
30,875	2274	
30,88	2215	
30,885	2173	
30,89	2122	
30,895	2080	
30,9	2028	
30,905	1985	
30,91	1900	
30,915	1808	
30,92	1746	
30,925	1675	
30,93	1606	
30,935	1547	
30,94	1461	
30,945	1369	
30,95	1304	
30,955	1221	
30,96	1111	
30,965	1042	
30,97	973	
30,975	911	
30,98	858	
30,985	798	
30,99	726	
30,995	650	
31,0	561	
31,005	413	
31,01	306	
31,015	227	
31,02	155	
31,025	97	
31,03	33	
31,035	-25	
31,04	-106	
31,045	-202	
31,05	-343	
31,055	-453	
31,06	-550	
31,065	-631	
31,07	-705	
31,075	-774	
31,08	-823	
31,085	-893	
31,09	-960	
31,095	-1093	
31,1	-1199	
31,105	-1286	
31,11	-1396	
31,115	-1462	
31,12	-1540	
31,125	-1585	
31,13	-1659	
31,135	-1703	
31,14	-1791	
31,145	-1882	
31,15	-1968	
31,155	-2058	
31,16	-2141	
31,165	-2228	
31,17	-2281	
31,175	-2335	
31,18	-2384	
31,185	-2437	
31,19	-2512	
31,195	-2582	
31,2	-2637	
31,205	-2718	
31,21	-2793	
31,215	-2864	
31,22	-2922	
31,225	-2955	
31,23	-2986	
31,235	-3028	
31,24	-3069	
31,245	-3114	
31,25	-3176	
31,255	-3233	
31,26	-3306	
31,265	-3354	
31,27	-3395	
31,275	-3423	
31,28	-3451	
31,285	-3450	
31,29	-3474	
31,295	-3490	
31,3	-3527	
31,305	-3549	
31,31	-3579	
31,315	-3612	
31,32	-3597	
31,325	-3604	
31,33	-3620	
31,335	-3612	
31,34	-3646	
31,345	-3666	
31,35	-3694	
31,355	-3698	
31,36	-3691	
31,365	-3680	
31,37	-3637	
31,375	-3609	
31,38	-3611	
31,385	-3604	
31,39	-3613	
31,395	-3613	
31,4	-3597	
31,405	-3551	
31,41	-3516	
31,415	-3440	
31,42	-3393	
31,425	-3368	
31,43	-3332	
31,435	-3322	
31,44	-3312	
31,445	-3290	
31,45	-3248	
31,455	-3217	
31,46	-3096	
31,465	-3016	
31,47	-2972	
31,475	-2924	
31,48	-2910	
31,485	-2891	
31,49	-2873	
31,495	-2815	
31,5	-2741	
31,505	-2592	
31,51	-2472	
31,515	-2390	
31,52	-2323	
31,525	-2270	
31,53	-2231	
31,535	-2215	
31,54	-2150	
31,545	-2086	
31,55	-1929	
31,555	-1814	
31,56	-1704	
31,565	-1614	
31,57	-1540	
31,575	-1480	
31,58	-1422	
31,585	-1379	
31,59	-1315	
31,595	-1181	
31,6	-1079	
31,605	-949	
31,61	-834	
31,615	-726	
31,62	-649	
31,625	-575	
31,63	-513	
31,635	-438	
31,64	-352	
31,645	-184	
31,65	-69	
31,655	38	
31,66	130	
31,665	206	
31,67	285	
31,675	359	
31,68	446	
31,685	538	
31,69	713	
31,695	829	
31,7	942	
31,705	1045	
31,71	1109	
31,715	1181	
31,72	1231	
31,725	1295	
31,73	1378	
31,735	1564	
31,74	1677	
31,745	1800	
31,75	1915	
31,755	1992	
31,76	2053	
31,765	2108	
31,77	2164	
31,775	2214	
31,78	2327	
31,785	2432	
31,79	2535	
31,795	2643	
31,8	2743	
31,805	2796	
31,81	2835	
31,815	2876	
31,82	2908	
31,825	2985	
31,83	3082	
31,835	3175	
31,84	3269	
31,845	3358	
31,85	3405	
31,855	3450	
31,86	3464	
31,865	3498	
31,87	3541	
31,875	3598	
31,88	3664	
31,885	3717	
31,89	3777	
31,895	3837	
31,9	3871	
31,905	3889	
31,91	3917	
31,915	3944	
31,92	3965	
31,925	3991	
31,93	4039	
31,935	4062	
31,94	4080	
31,945	4082	
31,95	4101	
31,955	4092	
31,96	4114	
31,965	4135	
31,97	4144	
31,975	4148	
31,98	4150	
31,985	4137	
31,99	4103	
31,995	4097	
32,0	4080	
32,005	4062	
32,01	4050	
32,015	4038	
32,02	4015	
32,025	3990	
32,03	3959	
32,035	3927	
32,04	3894	
32,045	3823	
32,05	3763	
32,055	3725	
32,06	3697	
32,065	3668	
32,07	3660	
32,075	3624	
32,08	3571	
32,085	3514	
32,09	3456	
32,095	3364	
32,1	3251	
32,105	3195	
32,11	3125	
32,115	3089	
32,12	3030	
32,125	2979	
32,13	2906	
32,135	2811	
32,14	2715	
32,145	2582	
32,15	2491	
32,155	2422	
32,16	2349	
32,165	2284	
32,17	2224	
32,175	2153	
32,18	2079	
32,185	1977	
32,19	1818	
32,195	1718	
32,2	1601	
32,205	1508	
32,21	1406	
32,215	1338	
32,22	1270	
32,225	1180	
32,23	1104	
32,235	971	
32,24	838	
32,245	727	
32,25	610	
32,255	486	
32,26	368	
32,265	272	
32,27	178	
32,275	91	
32,28	-49	
32,285	-152	
32,29	-257	
32,295	-377	
32,3	-482	
32,305	-584	
32,31	-693	
32,315	-795	
32,32	-886	
32,325	-1024	
32,33	-1114	
32,335	-1217	
32,34	-1329	
32,345	-1440	
32,35	-1540	
32,355	-1642	
32,36	-1745	
32,365	-1832	
32,37	-1972	
32,375	-2082	
32,38	-2179	
32,385	-2267	
32,39	-2361	
32,395	-2452	
32,4	-2527	
32,405	-2601	
32,41	-2672	
32,415	-2784	
32,42	-2882	
32,425	-2969	
32,43	-3053	
32,435	-3138	
32,44	-3220	
32,445	-3276	
32,45	-3345	
32,455	-3410	
32,46	-3515	
32,465	-3580	
32,47	-3653	
32,475	-3731	
32,48	-3794	
32,485	-3850	
32,49	-3898	
32,495	-3956	
32,5	-3994	
32,505	-4046	
32,51	-4093	
32,515	-4134	
32,52	-4182	
32,525	-4241	
32,53	-4282	
32,535	-4314	
32,54	-4334	
32,545	-4355	
32,55	-4360	
32,555	-4378	
32,56	-4406	
32,565	-4430	
32,57	-4458	
32,575	-4495	
32,58	-4514	
32,585	-4528	
32,59	-4540	
32,595	-4509	
32,6	-4505	
32,605	-4484	
32,61	-4460	
32,615	-4462	
32,62	-4470	
32,625	-4456	
32,63	-4443	
32,635	-4424	
32,64	-4399	
32,645	-4346	
32,65	-4316	
32,655	-4272	
32,66	-4246	
32,665	-4193	
32,67	-4159	
32,675	-4122	
32,68	-4091	
32,685	-4028	
32,69	-3955	
32,695	-3903	
32,7	-3844	
32,705	-3804	
32,71	-3745	
32,715	-3698	
32,72	-3633	
32,725	-3556	
32,73	-3481	
32,735	-3366	
32,74	-3287	
32,745	-3216	
32,75	-3167	
32,755	-3083	
32,76	-3020	
32,765	-2938	
32,77	-2867	
32,775	-2749	
32,78	-2603	
32,785	-2498	
32,79	-2416	
32,795	-2332	
32,8	-2257	
32,805	-2169	
32,81	-2082	
32,815	-1963	
32,82	-1854	
32,825	-1683	
32,83	-1598	
32,835	-1489	
32,84	-1398	
32,845	-1295	
32,85	-1208	
32,855	-1108	
32,86	-991	
32,865	-892	
32,87	-717	
32,875	-589	
32,88	-475	
32,885	-378	
32,89	-268	
32,895	-151	
32,9	-53	
32,905	58	
32,91	173	
32,915	335	
32,92	446	
32,925	568	
32,93	678	
32,935	800	
32,94	916	
32,945	1032	
32,95	1133	
32,955	1231	
32,96	1380	
32,965	1483	
32,97	1582	
32,975	1687	
32,98	1794	
32,985	1904	
32,99	2000	
32,995	2113	
33,0	2221	
33,005	2329	
33,01	2485	
33,015	2563	
33,02	2651	
33,025	2715	
33,03	2800	
33,035	2876	
33,04	2968	
33,045	3075	
33,05	3186	
33,055	3332	
33,06	3411	
33,065	3470	
33,07	3527	
33,075	3586	
33,08	3646	
33,085	3728	
33,09	3799	
33,095	3886	
33,1	4006	
33,105	4082	
33,11	4156	
33,115	4197	
33,12	4253	
33,125	4281	
33,13	4323	
33,135	4353	
33,14	4412	
33,145	4476	
33,15	4520	
33,155	4573	
33,16	4606	
33,165	4643	
33,17	4663	
33,175	4684	
33,18	4689	
33,185	4724	
33,19	4750	
33,195	4764	
33,2	4800	
33,205	4796	
33,21	4797	
33,215	4787	
33,22	4774	
33,225	4766	
33,23	4774	
33,235	4760	
33,24	4759	
33,245	4741	
33,25	4705	
33,255	4674	
33,26	4637	
33,265	4600	
33,27	4572	
33,275	4566	
33,28	4524	
33,285	4508	
33,29	4459	
33,295	4405	
33,3	4335	
33,305	4285	
33,31	4215	
33,315	4177	
33,32	4132	
33,325	4046	
33,33	3993	
33,335	3908	
33,34	3841	
33,345	3766	
33,35	3700	
33,355	3628	
33,36	3560	
33,365	3485	
33,37	3384	
33,375	3310	
33,38	3226	
33,385	3135	
33,39	3041	
33,395	2942	
33,4	2847	
33,405	2761	
33,41	2665	
33,415	2524	
33,42	2418	
33,425	2315	
33,43	2221	
33,435	2114	
33,44	1998	
33,445	1885	
33,45	1778	
33,455	1665	
33,46	1559	
33,465	1405	
33,47	1302	
33,475	1179	
33,48	1071	
33,485	967	
33,49	839	
33,495	713	
33,5	617	
33,505	505	
33,51	322	
33,515	217	
33,52	93	
33,525	-27	
33,53	-161	
33,535	-262	
33,54	-362	
33,545	-462	
33,55	-564	
33,555	-714	
33,56	-841	
33,565	-985	
33,57	-1106	
33,575	-1244	
33,58	-1351	
33,585	-1464	
33,59	-1539	
33,595	-1650	
33,6	-1822	
33,605	-1931	
33,61	-2063	
33,615	-2179	
33,62	-2283	
33,625	-2377	
33,63	-2467	
33,635	-2546	
33,64	-2644	
33,645	-2783	
33,65	-2891	
33,655	-2992	
33,66	-3089	
33,665	-3183	
33,67	-3272	
33,675	-3359	
33,68	-3428	
33,685	-3506	
33,69	-3619	
33,695	-3699	
33,7	-3776	
33,705	-3887	
33,71	-3944	
33,715	-4027	
33,72	-4085	
33,725	-4147	
33,73	-4187	
33,735	-4272	
33,74	-4345	
33,745	-4395	
33,75	-4481	
33,755	-4519	
33,76	-4573	
33,765	-4599	
33,77	-4627	
33,775	-4644	
33,78	-4701	
33,785	-4734	
33,79	-4772	
33,795	-4814	
33,8	-4853	
33,805	-4880	
33,81	-4894	
33,815	-4916	
33,82	-4915	
33,825	-4923	
33,83	-4926	
33,835	-4935	
33,84	-4944	
33,845	-4949	
33,85	-4945	
33,855	-4939	
33,86	-4922	
33,865	-4900	
33,87	-4866	
33,875	-4824	
33,88	-4816	
33,885	-4785	
33,89	-4779	
33,895	-4759	
33,9	-4727	
33,905	-4703	
33,91	-4669	
33,915	-4617	
33,92	-4535	
33,925	-4481	
33,93	-4415	
33,935	-4359	
33,94	-4305	
33,945	-4255	
33,95	-4181	
33,955	-4122	
33,96	-4038	
33,965	-3921	
33,97	-3863	
33,975	-3761	
33,98	-3704	
33,985	-3617	
33,99	-3552	
33,995	-3443	
34,0	-3384	
34,005	-3300	
34,01	-3171	
34,015	-3084	
34,02	-2984	
34,025	-2882	
34,03	-2773	
34,035	-2683	
34,04	-2577	
34,045	-2488	
34,05	-2385	
34,055	-2234	
34,06	-2143	
34,065	-2013	
34,07	-1894	
34,075	-1767	
34,08	-1635	
34,085	-1511	
34,09	-1394	
34,095	-1294	
34,1	-1154	
34,105	-1043	
34,11	-936	
34,115	-847	
34,12	-721	
34,125	-598	
34,13	-486	
34,135	-368	
34,14	-231	
34,145	-52	
34,15	77	
34,155	186	
34,16	300	
34,165	402	
34,17	521	
34,175	632	
34,18	760	
34,185	895	
34,19	1090	
34,195	1209	
34,2	1329	
34,205	1435	
34,21	1532	
34,215	1637	
34,22	1753	
34,225	1862	
34,23	1982	
34,235	2147	
34,24	2242	
34,245	2345	
34,25	2413	
34,255	2527	
34,26	2618	
34,265	2729	
34,27	2840	
34,275	2964	
34,28	3109	
34,285	3208	
34,29	3292	
34,295	3361	
34,3	3456	
34,305	3540	
34,31	3618	
34,315	3711	
34,32	3799	
34,325	3876	
34,33	3979	
34,335	4042	
34,34	4111	
34,345	4180	
34,35	4261	
34,355	4313	
34,36	4403	
34,365	4463	
34,37	4511	
34,375	4582	
34,38	4616	
34,385	4639	
34,39	4676	
34,395	4724	
34,4	4763	
34,405	4806	
34,41	4844	
34,415	4880	
34,42	4915	
34,425	4932	
34,43	4943	
34,435	4957	
34,44	4962	
34,445	4972	
34,45	4971	
34,455	4980	
34,46	4983	
34,465	5002	
34,47	4990	
34,475	4974	
34,48	4960	
34,485	4935	
34,49	4921	
34,495	4903	
34,5	4900	
34,505	4880	
34,51	4852	
34,515	4814	
34,52	4769	
34,525	4742	
34,53	4701	
34,535	4655	
34,54	4610	
34,545	4565	
34,55	4507	
34,555	4425	
34,56	4370	
34,565	4279	
34,57	4218	
34,575	4135	
34,58	4071	
34,585	3998	
34,59	3942	
34,595	3872	
34,6	3766	
34,605	3670	
34,61	3582	
34,615	3503	
34,62	3413	
34,625	3335	
34,63	3256	
34,635	3194	
34,64	3106	
34,645	2962	
34,65	2853	
34,655	2730	
34,66	2605	
34,665	2485	
34,67	2397	
34,675	2307	
34,68	2216	
34,685	2113	
34,69	1959	
34,695	1839	
34,7	1703	
34,705	1591	
34,71	1488	
34,715	1377	
34,72	1276	
34,725	1182	
34,73	1081	
34,735	894	
34,74	769	
34,745	639	
34,75	498	
34,755	378	
34,76	266	
34,765	170	
34,77	47	
34,775	-62	
34,78	-184	
34,785	-393	
34,79	-516	
34,795	-646	
34,8	-757	
34,805	-862	
34,81	-973	
34,815	-1081	
34,82	-1191	
34,825	-1307	
34,83	-1489	
34,835	-1600	
34,84	-1718	
34,845	-1840	
34,85	-1940	
34,855	-2045	
34,86	-2148	
34,865	-2247	
34,87	-2342	
34,875	-2521	
34,88	-2625	
34,885	-2737	
34,89	-2837	
34,895	-2926	
34,9	-3009	
34,905	-3101	
34,91	-3189	
34,915	-3282	
34,92	-3406	
34,925	-3498	
34,93	-3591	
34,935	-3647	
34,94	-3712	
34,945	-3800	
34,95	-3876	
34,955	-3923	
34,96	-4015	
34,965	-4123	
34,97	-4186	
34,975	-4255	
34,98	-4326	
34,985	-4368	
34,99	-4440	
34,995	-4485	
35,0	-4547	
35,005	-4592	
35,01	-4642	
35,015	-4675	
35,02	-4705	
35,025	-4717	
35,03	-4760	
35,035	-4794	
35,04	-4829	
35,045	-4853	
35,05	-4877	
35,055	-4889	
35,06	-4886	
35,065	-4890	
35,07	-4881	
35,075	-4905	
35,08	-4901	
35,085	-4923	
35,09	-4921	
35,095	-4935	
35,1	-4935	
35,105	-4931	
35,11	-4915	
35,115	-4883	
35,12	-4854	
35,125	-4815	
35,13	-4793	
35,135	-4769	
35,14	-4751	
35,145	-4698	
35,15	-4646	
35,155	-4588	
35,16	-4543	
35,165	-4483	
35,17	-4441	
35,175	-4384	
35,18	-4333	
35,185	-4277	
35,19	-4201	
35,195	-4140	
35,2	-4087	
35,205	-4021	
35,21	-3937	
35,215	-3842	
35,22	-3768	
35,225	-3702	
35,23	-3619	
35,235	-3541	
35,24	-3426	
35,245	-3325	
35,25	-3231	
35,255	-3145	
35,26	-3053	
35,265	-2959	
35,27	-2865	
35,275	-2776	
35,28	-2678	
35,285	-2544	
35,29	-2451	
35,295	-2355	
35,3	-2235	
35,305	-2135	
35,31	-2026	
35,315	-1914	
35,32	-1796	
35,325	-1693	
35,33	-1534	
35,335	-1416	
35,34	-1311	
35,345	-1184	
35,35	-1081	
35,355	-956	
35,36	-850	
35,365	-722	
35,37	-613	
35,375	-437	
35,38	-337	
35,385	-222	
35,39	-111	
35,395	6	
35,4	133	
35,405	271	
35,41	402	
35,415	532	
35,42	693	
35,425	802	
35,43	895	
35,435	996	
35,44	1104	
35,445	1228	
35,45	1330	
35,455	1468	
35,46	1589	
35,465	1759	
35,47	1842	
35,475	1947	
35,48	2045	
35,485	2147	
35,49	2261	
35,495	2399	
35,5	2511	
35,505	2599	
35,51	2738	
35,515	2796	
35,52	2865	
35,525	2955	
35,53	3029	
35,535	3122	
35,54	3227	
35,545	3329	
35,55	3414	
35,555	3553	
35,56	3603	
35,565	3668	
35,57	3747	
35,575	3816	
35,58	3876	
35,585	3972	
35,59	4058	
35,595	4107	
35,6	4200	
35,605	4235	
35,61	4272	
35,615	4319	
35,62	4369	
35,625	4422	
35,63	4478	
35,635	4532	
35,64	4564	
35,645	4613	
35,65	4617	
35,655	4636	
35,66	4650	
35,665	4683	
35,67	4696	
35,675	4734	
35,68	4749	
35,685	4768	
35,69	4783	
35,695	4785	
35,7	4786	
35,705	4775	
35,71	4773	
35,715	4752	
35,72	4745	
35,725	4746	
35,73	4729	
35,735	4710	
35,74	4697	
35,745	4666	
35,75	4659	
35,755	4636	
35,76	4608	
35,765	4563	
35,77	4520	
35,775	4484	
35,78	4429	
35,785	4373	
35,79	4311	
35,795	4252	
35,8	4189	
35,805	4145	
35,81	4094	
35,815	4054	
35,82	3999	
35,825	3943	
35,83	3841	
35,835	3756	
35,84	3672	
35,845	3596	
35,85	3521	
35,855	3433	
35,86	3355	
35,865	3284	
35,87	3184	
35,875	3060	
35,88	2969	
35,885	2885	
35,89	2802	
35,895	2723	
35,9	2635	
35,905	2551	
35,91	2440	
35,915	2353	
35,92	2182	
35,925	2082	
35,93	1972	
35,935	1874	
35,94	1771	
35,945	1668	
35,95	1557	
35,955	1442	
35,96	1326	
35,965	1162	
35,97	1050	
35,975	944	
35,98	843	
35,985	736	
35,99	618	
35,995	511	
36,0	407	
36,005	304	
36,01	136	
36,015	35	
36,02	-80	
36,025	-186	
36,03	-294	
36,035	-403	
36,04	-515	
36,045	-618	
36,05	-740	
36,055	-937	
36,06	-1039	
36,065	-1144	
36,07	-1237	
36,075	-1341	
36,08	-1432	
36,085	-1542	
36,09	-1646	
36,095	-1763	
36,1	-1918	
36,105	-2007	
36,11	-2103	
36,115	-2187	
36,12	-2275	
36,125	-2349	
36,13	-2448	
36,135	-2547	
36,14	-2666	
36,145	-2756	
36,15	-2912	
36,155	-2994	
