t	x	v_x
0.0	31.449687699924482	
0.16	31.30519309877141	-0.5443869007837154
0.32	31.27548389167369	0.5156214261894274
0.48	31.47019195515202	0.7017592035929069
0.64	31.500046836823426	-0.11258787881837683
0.8	31.434163833930135	-0.7782120862332588
0.96	31.25101896922878	-0.8733295236275519
1.12	31.154698386369322	0.004638123327035752
1.28	31.25250316869343	0.8454745151187563
1.44	31.425250231207325	0.7570997804669609
1.6	31.494775098442858	-0.23200425327844676
1.76	31.35100887015823	-0.8683219601569983
1.92	31.21691207119262	-0.788682446217167
2.08	31.098630487368734	0.02475417010855655
2.24	31.224833405627358	0.8820647443395825
2.4	31.380891205557393	0.968446961021846
2.56	31.534736433154343	-0.0037276572414321816
2.72	31.379698355240134	-0.7969624338864411
2.88	31.279708454310683	-0.855944875102687
3.04	31.105795995207274	-0.5324650487722273
3.2	31.109319638703568	0.5819733889893199
3.36	31.292027479683853	0.8678667271142206
3.52	31.387036991380114	0.8083432599559519
3.68	31.550697322869755	0.013201758240608562
3.84	31.39126155401711	-0.7933205695442257
4.0	31.296834740615605	-0.8051566286564967
4.16	31.133611432847033	-0.16829789583590343
4.32	31.242979413948113	0.6702623307419182
4.48	31.34809537868444	0.9455995159836262
4.64	31.54557125906287	0.028765474594355214
4.8	31.357300330554637	-1.0430789114910328
4.96	31.211786007385744	-0.5676895788647146
5.12	31.17563966531793	0.29972191520670133
5.28	31.307697020251886	0.7996938321430953
5.44	31.431541691603726	0.7067667670634817
5.6000000000000005	31.533862385712204	-0.05451590368768983
5.76	31.414096602423673	-0.918199740517609
5.92	31.24003846874657	-0.2794342826267222
6.08	31.324677631983118	0.6318511693499943
6.24	31.442230842938564	0.6006379437433055
6.4	31.516881773980973	-0.2764192371257452
6.5600000000000005	31.35377668705833	-0.8642248627719382
6.72	31.24032981789395	-0.03741490240712483
6.88	31.341803918288047	0.6117351225684512
7.04	31.436085057115854	0.6166568931398321
7.2	31.539134124092786	-0.15563716353733525
7.36	31.386281164783906	-0.9511481053962157
7.520000000000001	31.234766730365997	-0.22500417183827345
7.68	31.31427982979566	0.1976901892714968
7.84	31.298027590932875	0.12078207358840988
8.0	31.352930093343954	0.3628014538079626
8.16	31.41412405615142	0.2694191556855702
8.32	31.439144223163332	-0.16018949396513185
8.48	31.362863418082583	-0.4849492265247113
8.64	31.283960470675424	-0.28498287203929556
8.8	31.27166889903001	0.2164405369247224
8.96	31.353221442491332	0.4625570145292704
9.120000000000001	31.41968714367938	0.6175673592253497
9.28	31.550842997443446	0.04933675441863386
9.44	31.43547490509334	-0.740256157884114
9.6	31.313961026920534	-0.7182333860322129
9.76	31.20564022156303	-0.11887534851805068
9.92	31.275920915394757	0.6345825676066732
10.08	31.40870664319716	0.6335863086218728
10.24	31.478668534153755	-0.017925674466841086
10.4	31.402970427367766	-0.6876469792667836
10.56	31.258621500788387	-0.05710338308453503
10.72	31.384697344780715	0.4887205959599615
10.88	31.415012091495573	0.38789861800854203
11.040000000000003	31.508824902543445	-0.10332843949171265
11.200000000000001	31.38194699085822	-0.7802719484670901
11.36	31.259137879033982	-0.6192278283789403
11.52	31.183794085776963	0.05724919261158295
11.68	31.27745762066969	0.6938271820586607
11.84	31.40581878403573	0.6438367706331408
12.0	31.483485387272292	0.050923387395148595
12.16	31.422114268002172	-0.6974808376316209
12.32	31.26029151923017	-0.7307965549862859
12.48	31.188259370406563	0.15069523123370304
12.64	31.308513993224953	0.7401639379111531
12.8	31.425111830538135	0.5568769862799946
12.96	31.486714628834555	-0.07820447929276078
13.120000000000001	31.400086397164447	-0.8535352273250449
13.280000000000001	31.213583356090542	-0.7408879348683678
13.44	31.16300225800657	0.21747225582269497
13.6	31.283174477953807	0.9531614812838983
13.76	31.468013932017413	0.8050413397738473
13.92	31.54078770668143	-0.10255591257462449
14.08	31.435196039993528	-0.9340087574092172
14.24	31.241904904310484	-0.9171250843258784
14.4	31.141716013009244	0.10126836771283207
14.56	31.27431078197859	0.8848394028606854
14.72	31.424864621924666	0.8917436151545862
