t	v_x	x
0.0		7.548404221827754
0.16	0.24198413815709707	7.736802528938246
0.32	-0.7190046252751016	7.625839146038025
0.48	-0.9622763082940131	7.506721048850214
0.64	-0.8841900186319399	7.317910727383942
0.8	0.3942131996292754	7.223780242887994
0.96	1.3737376560139976	7.44405895126531
1.12	0.6655434545205429	7.663376292812473
1.28	-0.2799138873033544	7.657032856711884
1.44	-0.6163740999720346	7.573803848875398
1.6	-0.8488353592093111	7.459793144720832
1.76	-0.03235038807839238	7.30217653392842
1.92	0.9173987699515526	7.449441020535746
2.08	0.9476032499269216	7.595744140312918
2.24	0.21135047656111297	7.752674060512361
2.4	-0.7862804911555284	7.663376292812473
2.56	-0.6219534610398979	7.501064303342593
2.72	-0.4757329422561897	7.464351185279707
2.88	-0.4916935454850831	7.348829761820613
3.04	0.7573635560419625	7.30700925072448
3.2	1.1326118810981105	7.591186099754043
3.36	0.48954763738205814	7.669445052675876
3.52	-0.35971690344785884	7.747841343716302
3.68	-0.8841900186319392	7.554335643572562
3.84	-0.6892293269203266	7.464900537754081
4.0	0.6724103604502097	7.333782258958058
4.16	1.1968834756343125	7.68007185309815
4.32	-0.09919707233822556	7.716784971161037
4.48	-0.7224380782399302	7.648328789949917
4.64	-1.0485170487475706	7.4856047861242585
4.8	-0.1311182787960257	7.312803334350697
4.96	0.9191154964339612	7.44364693690953
5.12	0.9674264877412716	7.606920293209565
5.28	0.16261030363322013	7.753223412986736
5.44	-0.7383986814688338	7.658955590372194
5.6000000000000005	-0.9350760996628694	7.51693583491671
5.76	-0.6551622123595147	7.3597312384800775
5.92	0.11558685718772574	7.307283926961667
6.08	0.6249577323841331	7.396719032780149
6.24	0.6555913939801062	7.507270401324589
6.4	0.5572526848830897	7.606508278853784
6.5600000000000005	-0.17685418037969464	7.685591260487178
6.72	-0.689658508540932	7.5499149411322835
6.88	-0.47916639522102766	7.464900537754081
7.04	0.016818966470102385	7.396581694661555
7.2	0.5745008329738089	7.470282607024515
7.36	0.4589139757860719	7.580421961213174
7.520000000000001	-0.35842935858604386	7.617135079276059
7.68	-0.7047607485286184	7.465724566465642
7.84	-0.462347428750913	7.391611639746902
8.0	0.23074453275485696	7.317773389265349
8.16	0.7728949776502624	7.465449890228455
8.32	0.492122727105687	7.565099782113433
8.48	-0.06555913939801844	7.622929162902276
8.64	-0.6702644523471859	7.544120857506068
8.8	-0.6404891539924219	7.4084445381511745
8.96	-0.0030042713442341045	7.3391643282284935
9.120000000000001	0.8539855386565643	7.407483171321019
9.28	0.638772427510005	7.612439700598594
9.44	-0.39421319962927615	7.61189034812422
9.6	-0.3924964731468557	7.486291476717226
9.76	-0.3463313899425827	7.486291476717226
9.92	-0.4977020881735518	7.3754654319355994
10.08	0.08624074045355516	7.32702680850169
10.24	0.4187574352702684	7.403062468880738
10.4	0.3773942331591714	7.461029187788174
10.56	0.5210396622192518	7.5238286234916725
10.72	-0.3135518202435735	7.627761879698335
10.88	-0.7733241592708638	7.423492041013728
11.040000000000003	0.1928147836085886	7.380298148731659
11.200000000000001	0.3933548363880703	7.485192771768477
11.36	0.17119393604530886	7.50617169637584
11.52	-0.41883831853677983	7.539974831302975
11.68	-0.8716628683678723	7.372143434444069
11.84	-0.04265074697291177	7.261042713425255
