t	x	v_x
0.0	44.113334436630375	
0.16	44.263842871102646	0.04954302503937121
0.32	44.12918820464298	-0.9745436825635152
0.48	43.95198889268232	-0.9622354623122031
0.64	43.821272856703075	0.23172809606448125
0.8	44.02614188342295	1.3834136749112018
0.96	44.263965232674664	0.602526287920382
1.12	44.21895029555748	-0.4188839331236983
1.28	44.129922374075086	-0.8480921238864491
1.44	43.94756081591381	-1.0963346192403738
1.6	43.77909529591816	0.1145257183383118
1.76	43.984209045782066	1.3403709355562128
1.92	44.20801399529615	0.6909060461057493
2.08	44.20529898053591	-0.3443419148399607
2.24	44.09782458254737	-0.7020671266194788
2.4	43.98063750001768	-0.9380014017220042
2.56	43.79766413399632	-0.061851418119823254
2.72	43.96084504621934	1.2273747368681753
2.88	44.19042404979413	1.112466638617306
3.04	44.316834370576885	0.016896779202047532
3.2	44.19583101913879	-0.6709502276032436
3.36	44.10213029774385	-0.7032142663571065
3.52	43.97080245390452	-1.008719620880164
3.68	43.7793400190622	0.1706414377697283
3.84	44.02540771399084	1.1935811784640826
4.0	44.1612859961707	1.1139961582675804
4.16	44.38188648463646	0.25474295386744705
4.32	44.24280374140828	-0.9399853643343052
4.48	44.08109116804948	-0.8930467628042273
4.64	43.957028777310924	-0.8261523427716405
4.8	43.81672241836255	0.07071821915816254
4.96	43.979658607441536	0.8707966648263726
5.12	44.095377351107	0.7858583258540672
5.28	44.23113327171484	0.6582596274392839
5.44	44.306020431887575	-0.22675715720118914
5.6000000000000005	44.158570981410456	-0.9411325040719802
5.76	44.004858030584536	-1.0133081798309027
5.92	43.83431236386457	0.010013940776010564
6.08	44.008062491632856	0.7454922458869353
6.24	44.072869882548396	0.7120810673954449
6.4	44.2359284331994	0.8035198648812732
6.5600000000000005	44.3299962393104	-0.40007525435886426
6.72	44.107904351804564	-1.016821662093435
6.88	44.0046133074405	-0.4868534298444421
7.04	43.95211125425434	-0.5033678291339309
7.2	43.84353560211764	0.31743119486185783
7.36	44.05368923661014	1.008337240967604
7.520000000000001	44.16620351922728	0.6432747478000714
7.68	44.25953715590616	-0.18409679775875812
7.84	44.107292543944475	-0.7712558261273658
8.0	44.012735291545404	-0.7996240027061375
8.16	43.85141286307851	0.08226167958444891
8.32	44.03905902901242	1.3057405542775318
8.48	44.269249840447316	0.24128759387837453
8.64	44.1162710590535	-0.7678144069143484
8.8	44.02354923023472	-0.5863942685434501
8.96	43.9286248931196	-0.5079563880846655
9.120000000000001	43.86100318604763	0.7143753468707936
9.28	44.15722500411825	0.8453434014490342
9.44	44.131513074511325	-0.19487549835992732
9.6	44.09486484464308	-0.4983968902706825
9.76	43.972026069624704	-0.7235524647721703
9.92	43.863328055915986	-0.34771127100346183
10.08	43.8607584629036	0.5622322710028104
10.24	44.04324238263688	1.0217926009566358
10.4	44.187732095209725	0.7201110455591518
10.56	44.273677917215814	-0.3831784751568155
10.72	44.065114983159546	-1.076761180650469
10.88	43.92911433940767	-0.6528342456140043
11.040000000000003	43.85620802456307	0.45925001309082875
11.200000000000001	44.07607434359673	1.2707998561357348
11.36	44.2628639785265	0.32813783241346905
11.52	44.18107844996904	-0.8519879860615388
11.68	43.9902278229868	-1.130510557557068
11.84	43.81931507155078	0.29441633705893416
12.0	44.08444105084567	1.2834904562996348
12.16	44.23003201756667	0.6850982843678259
12.32	44.30367250184338	-0.34128287553949965
12.48	44.120821497394026	-1.3910612731623946
12.64	43.85853289443142	-0.9740892396014404
12.8	43.80911294072156	0.44502989327664116
12.96	44.000942460279944	1.2861671156875818
13.120000000000001	44.22068641774158	1.1227908962564013
13.280000000000001	44.36023554708199	-0.04770336135519561
13.44	44.205421342107925	-1.1432011577209884
13.6	43.99441117661128	-1.3103291132282215
13.76	43.7861160258749	0.004660622000205853
13.92	43.99590257565134	1.2385358173818568
14.08	44.182447487437095	1.1209510597431298
14.24	44.35460691476914	0.4787513886312189
14.4	44.33564793179909	-0.583407292292504
14.56	44.167916581235545	-1.1086428394917744
14.72	43.980882223161714	-0.8765323635147807
14.88	43.88742622491081	-0.5598659284779453
15.040000000000003	43.801725126048765	0.17530205976997862
15.200000000000001	43.9435228840372	0.9957187038532647
15.36	44.1203551112818	0.8150633253075183
15.52	44.2043431481356	0.7189639058214794
