t	v_x	x
0.0		56.151607732307006
0.16	-0.022022771851901223	56.24661724400327
0.32	-0.7883130060736506	56.144560445314404
0.48	-0.7580102465525199	55.9943570820597
0.64	0.04950834021711431	55.9019971664176
0.8	0.7352485944135395	56.010199750929175
0.96	0.5260917861733134	56.13727671662993
1.12	0.42906762370872786	56.178549122504634
1.28	-0.07190055221255523	56.274578356216715
1.44	-0.7357038274563191	56.15554094579662
1.6	-1.0027610250287515	56.039153131430695
1.76	-0.4541912339607572	55.83465741778742
1.92	0.6849155810101064	55.893811936563246
2.08	0.7795777853615968	56.05383040371065
2.24	0.4428104078913123	56.14327682787896
2.4	-0.04905310717433433	56.19552973423587
2.56	-0.5604916430794594	56.12757983358317
2.72	-0.8449334891767594	56.016172408450444
2.88	-0.2419335873203586	55.85720111704661
3.04	0.5636782743789172	55.93875366050793
3.2	0.6043656009847386	56.03757816484786
3.36	0.5452973668692969	56.13215065282305
3.52	-0.04905310717433426	56.212073322246034
3.68	-0.5595811769939009	56.11645365852727
3.84	-0.9295805665870985	56.033007345607984
4.0	-0.29727416419436764	55.81898787721939
4.16	0.69911359823547	55.93787961306579
4.32	0.5361927060137042	56.04270422865475
4.48	0.5114385359051254	56.109461278990175
4.64	0.12524861111696528	56.206364560144394
4.8	-0.7155877806747749	56.14954083454761
4.96	-0.9954772963442765	55.97737647032846
5.12	-0.24420975253421243	55.83098809971744
5.28	0.5604916430794594	55.899229349517505
5.44	0.7777568531904792	56.01034542550286
5.6000000000000005	0.5425659686125752	56.14811154253846
5.76	-0.04450077674649426	56.18396653545889
5.92	-0.5403755962979163	56.133871293979574
6.08	-0.9972982285153954	56.01104634464355
6.24	-0.47203111552840205	55.81473586085465
6.4	0.5234461808158745	55.859996387674464
6.5600000000000005	0.7813987175327178	55.98223863871572
6.72	0.5983617785294094	56.11004397728493
6.88	0.0062874696996739225	56.173714407845125
7.04	-0.5573050117800022	56.11205596758883
7.2	-0.9643498636368282	55.995376804075526
