t	x
0.0	21.707752894799633
0.24	21.778622776500185
0.48	21.812517067748274
0.72	21.94501293353627
0.96	22.12372828738983
1.2	22.179191673068523
1.44	21.96350072876249
1.68	21.710834194004
1.92	21.41811076958868
2.16	21.359566084705612
2.4	21.461248958449886
2.64	21.584500926624756
2.88	21.707752894799633
3.12	21.7662975796827
3.36	21.834086162178878
3.6	22.006638917623704
3.84	22.13913478341169
4.08	22.11448438977672
4.32	21.92036253990129
4.5600000000000005	21.6676960051428
4.8	21.40270427356682
5.04	21.381135179136223
5.28	21.479736753676114
5.520000000000001	21.689265099573404
5.76	21.738565886843354
6.0	21.843330059791995
6.24	21.803273170135157
6.48	21.966582027966872
6.72	22.160703877842295
6.96	22.059021004098028
7.2	21.932687736718776
7.44	21.6676960051428
7.68	21.39962297436245
7.92	21.47357415526737
8.16	21.485899352084857
8.4	21.646126910712198
8.64	21.689265099573404
8.88	21.772460178091436
9.120000000000001	21.867980453426966
9.36	22.025126712849932
9.6	22.148378681024802
9.84	22.025126712849932
10.08	21.846411358996363
10.32	21.633801713894705
10.56	21.37805387993184
10.8	21.485899352084857
11.040000000000003	21.59682612344225
11.28	21.66153340673405
11.52	21.7662975796827
11.76	21.79094797331767
12.0	21.867980453426966
12.24	22.018964114441182
12.48	22.160703877842295
12.72	21.99431372080621
12.96	21.803273170135157
13.200000000000001	21.68618380036903
13.44	21.40886687197556
13.68	21.55676923378541
13.92	21.618395217872845
14.16	21.692346398777772
14.4	21.787866674113296
14.64	21.82484226456576
14.88	21.914199941492548
15.120000000000001	22.031289311258675
15.36	22.19767946829476
15.6	22.046695807280535
15.84	21.821760965361392
16.080000000000002	21.458167659245518
16.32	21.436598564814915
16.56	21.49822454890235
16.8	21.602988721850984
17.04	21.692346398777772
17.28	21.78170407570456
17.52	21.79711057172642
17.76	21.908037343083805
18.0	22.06826490171114
18.240000000000002	22.15762257863792
18.48	22.046695807280535
18.72	21.67077730434717
18.96	21.488980651289232
19.2	21.36880998231873
19.44	21.529037540946064
19.68	21.658452107529683
19.92	21.760134981273957
