t	x
0.0	24.23254872323051
0.24	24.960497875605167
0.48	24.756546604465715
0.72	23.824646180951607
0.960000000000001	23.087283892985898
1.2	22.594663130387527
1.44	22.90529660489224
1.68	23.777580502996347
1.9200000000000008	24.609074146872576
2.16	24.944809316286747
2.4	24.21999787577578
2.64	23.429294486127443
2.88	22.754686435435413
3.12	22.638591096479107
3.3600000000000017	23.332025418353236
3.6	24.20117160459367
3.84	24.973048723059907
4.08	24.803612282420975
4.32	24.0411482995458
4.56	23.479497875946382
4.8	22.977463977756965
5.04	22.974326265893286
5.28	23.52028813017427
5.520000000000002	24.254512706276298
5.76	24.662415248555202
6.0	24.10704024868316
6.24	23.28809745226167
6.48	22.895883469301186
6.72	22.964913130302232
6.96	23.54852753694743
7.2	24.179207621547885
7.440000000000002	24.709480926510462
7.68	24.530631350280476
7.92	23.972118638544753
8.16	23.48263558781007
8.4	23.159451265850624
8.64	23.33516313021693
8.88	23.730514825041094
9.12	24.191758469002618
9.360000000000001	24.389434316414704
9.600000000000001	24.047423723273166
9.84	23.510874994583222
10.08	23.153175842123265
10.32	23.190828384487464
10.560000000000002	23.683449147085835
10.8	24.17293219782052
11.04	24.47415253673417
11.28	24.226273299503138
11.52	23.890538130088974
11.76	23.59873092676637
12.0	23.316336859034816
12.24	23.50146185899217
12.48	23.7493410962232
12.720000000000004	24.0599745707279
12.96	24.257650418139978
13.2	23.909364401271073
13.44	23.539114401356375
13.68	23.29123516412535
13.92	23.382228808172183
14.16	23.75247880808688
14.400000000000004	24.088213977501052
14.64	24.26392584186735
14.88	24.094489401228426
15.12	23.840334740270027
15.36	23.586180079311635
15.6	23.479497875946382
15.84	23.59245550303901
16.08	23.73992796063214
16.32	23.97839406227212
16.560000000000002	23.99722033345422
16.8	23.79954448604214
17.04	23.57990465558427
17.28	23.429294486127443
17.52	23.620694909812155
17.76	23.80268219790582
18.0	23.968980926681073
18.24	24.063112282591586
18.48	23.91563982499844
18.720000000000002	23.81837075722424
18.96	23.683449147085835
19.2	23.573629231856895
19.44	23.73679024876846
19.68	23.830921604678974
19.92	23.887400418225287
20.16	23.859161011452134
20.400000000000002	23.777580502996347
20.64	23.680311435222155
